Genome	D1_P102_M Relative Abundance (%)	D1_P107_M Relative Abundance (%)	D1_P167_M Relative Abundance (%)	D1_P225_M Relative Abundance (%)	D1_P295_M Relative Abundance (%)	D1_P304_M Relative Abundance (%)	D1_P46_M Relative Abundance (%)	D1_P47_M Relative Abundance (%)	D3_P186_M Relative Abundance (%)	D3_P190_M Relative Abundance (%)	D3_P191_M Relative Abundance (%)	D3_P265_M Relative Abundance (%)	D3_P266_M Relative Abundance (%)	D3_P41_M Relative Abundance (%)	D3_P75_M Relative Abundance (%)	D3_P9_M Relative Abundance (%)	G1_P178_M Relative Abundance (%)	G1_P196_M Relative Abundance (%)	G1_P276_M Relative Abundance (%)	G1_P291_M Relative Abundance (%)	G1_P294_M Relative Abundance (%)	G1_P43_M Relative Abundance (%)	G1_P74_M Relative Abundance (%)	G1_P82_M Relative Abundance (%)	G3_P143_M Relative Abundance (%)	G3_P149_M Relative Abundance (%)	G3_P14_M Relative Abundance (%)	G3_P179_M Relative Abundance (%)	G3_P212_M Relative Abundance (%)	G3_P261_M Relative Abundance (%)	G3_P301_M Relative Abundance (%)	G3_P84_M Relative Abundance (%)
D3_bin.98	0.000048689697	0.00028112723	0.00017826214	0.00042807846	0.00019811516	0.000022477814	0.00041517642	0.00015021079	0.038163733	0.1825253	0.0005113747	0.00081074674	0.00009769574	0.000085664105	0.00031654414	0.1617911	0.0004505749	0.00078931486	0.0000120543855	0.00061791646	0.0034205737	0.0005764767	0.0074631986	0.0024706859	0.000022672932	0.000015304246	0.01247128	0.00025695795	0.000022154698	0.0003147037	0.000024893194	0.0013321391
G1_bin.100	0.0133801205	0.0045183618	0.0037296957	0.020325417	0.025630828	0.08327493	0.002858078	0.0006246604	0.0020674402	0.0004525444	0.0005737502	0.0029152331	0.0032820534	0.001685748	0.0010062023	0.0014332942	0.009820821	0.026997915	0.0027758642	0.1286064	0.012343257	0.079880826	0.0003010931	0.28454188	0.003285843	0.0302547	0.0050668283	0.00570618	0.006774595	0.077548474	0.020071965	0.0017143018
G1_bin.104	0.0766254	0.01633358	0.072289385	0.053825296	0.014552039	0.1447213	0.062738605	0.019604538	0.0076154172	0.016134854	0.014815905	0.010867653	0.015797563	0.015388568	0.024984015	0.007787624	0.8725804	0.06772685	0.2563723	0.123082995	0.44422615	0.13789889	0.049690146	1.1325802	0.03782239	1.1111289	0.078984745	0.31865984	0.1725592	0.41491854	0.5351789	0.009376327
G1_bin.105	0.14131926	0.0069957473	0.007883935	0.051650483	0.45056558	0.21526389	0.22643082	0.027344687	0.01817672	0.007896411	0.0062477575	0.004532249	0.032442767	0.05854135	0.04781572	0.01709113	0.021451654	0.1154978	0.03922	0.52642	0.095871	0.09409274	0.01172542	0.033381395	0.16995631	0.4367182	0.94318885	0.013749005	0.104787484	0.22523063	0.4024126	0.40476066
G1_bin.106	1.5028894	0.00083760975	0.0001706563	0.00093675754	0.0034459105	0.0063893	0.0050922427	0.2945109	0.0029677243	0.02034739	0.0021069543	0.01300114	0.004873898	0.0028510538	0.01120754	0.010487905	0.0044217897	0.0069522597	0.0007455063	0.2582784	0.66759104	0.0017793741	0.0031018092	0.0026806996	0.0026404837	0.045428686	0.002173109	0.001547884	0.0059817545	0.01723843	0.0021218872	0.00044980375
G1_bin.107	0.02238832	0.047268514	0.012035201	0.03743736	0.09869675	1.4524645	0.03261132	0.007414907	0.0049439217	0.0057634413	1.5691329	0.009976123	0.012027415	0.012389889	0.026446238	0.0047538746	0.020570697	0.01922946	0.01866127	0.31741545	0.13289168	0.38610518	0.011112565	0.64094234	0.12994662	0.18146233	0.020264393	0.25118372	0.019034203	0.662654	0.00821377	0.01723199
G1_bin.109	0.017020289	0.003298462	0.0031999266	0.06080361	0.14254521	0.05081774	0.02753279	0.004996146	0.0168731	0.005839016	0.016151614	0.0012190426	0.009552772	0.011274493	0.0056760893	0.0046222485	0.012380654	0.024438275	0.01554479	0.29336658	0.02162208	0.07684085	0.0037996648	0.055698175	0.028317377	0.11619898	0.034244217	1.1799698	0.005789857	0.0883101	0.2621895	0.07049688
G1_bin.10	0.07350031	0.019580461	0.042802036	0.016388644	0.02268738	0.090530284	0.03199208	0.02233208	0.0066673923	0.02622701	0.02814358	0.0062139067	0.0075147287	0.020456709	0.013948039	0.017618755	0.5601436	0.083740465	0.09072217	0.06424128	0.25467807	0.0779557	0.021813257	0.29240575	0.014578721	0.70212024	0.014775849	0.2925483	0.11530829	0.3127326	0.14524874	0.0053193755
G1_bin.110	0.089464195	0.08961527	0.018698275	0.7587638	0.18039638	0.87276655	0.19099595	0.10024017	0.011406496	0.0028733003	0.0014985322	0.008258996	0.04178087	0.13119389	0.07150024	0.01913841	0.08047564	0.032871917	0.2140434	0.052490417	0.11536525	0.51215917	0.013993528	0.015942058	0.02045444	0.056259938	0.0024415874	0.005338454	0.006667368	0.090854764	0.012656888	0.06568321
G1_bin.111	0.014702536	0.0014690041	0.0049122754	0.0036186033	0.012044723	0.008668279	0.004068511	0.0014676758	0.0026166183	0.008784962	0.0014117224	0.0026881595	0.0016426255	0.010605369	0.0014938315	0.003486541	0.005142335	0.0087259365	0.011110877	0.03384487	0.02468066	0.12624133	0.00059607293	0.09497471	0.008890404	0.04966541	0.0004661073	0.041349232	0.0019580685	0.024478195	0.010189238	0.009735243
G1_bin.112	0.58247674	0.057824302	0.011687654	0.14343248	0.23825082	0.24781011	0.07122109	0.14459023	0.20283566	0.07490229	0.37320822	0.0066882237	0.06140708	0.06912113	0.059384733	0.010152747	0.9392669	0.73690677	0.0022359572	0.023606619	0.73486704	0.07572057	0.12785311	0.063728645	0.07243676	0.030712891	0.14421101	0.121468656	1.8092543	0.09682571	0.056038395	0.053828828
G1_bin.113	0.01183184	0.61584795	0.002192351	0.01786573	0.033656172	0.2839445	0.0204569	0.041840896	0.004882098	0.012211773	1.854936	0.40357503	0.08350793	0.008017951	0.016710171	0.0068176133	0.45555338	0.012763443	0.008610913	0.1284353	0.18283892	0.13231108	0.047761824	0.16355832	0.22491516	0.03183322	0.008415264	0.116622575	0.030745775	0.028879227	0.0025193216	0.021737482
G1_bin.117	0.010941488	0.103811994	0.022264514	0.050617706	0.37808755	0.57073563	0.036797713	0.18627812	0.0028867754	0.0095350575	0.15391955	0.010027214	0.034393217	0.010809404	0.010742705	0.0021505484	0.67951304	0.20508482	0.0072581964	0.090595506	0.09237994	0.23228157	0.049921937	0.030203875	0.19083315	0.0045436425	0.0057559283	0.09494726	0.22215524	0.017904736	0.006290915	0.008164771
G1_bin.120	0.0058378773	0.0015513656	0.005858466	0.004111105	0.0086800875	0.01671359	0.0042696144	0.004936088	0.0018779489	0.0021011007	0.05519373	0.0012097824	0.002177477	0.0126075605	0.0044413414	0.0009474205	0.0074116196	0.022620205	0.011662103	0.024081541	0.012570021	0.015891608	0.0006104195	0.115957566	0.009212908	0.035907485	0.0006043516	0.07102869	0.0039257095	0.029706908	0.019838529	0.004545636
G1_bin.121	0.001978341	0.0027366644	0.0069570336	0.004620984	0.004779566	0.015699474	0.009494426	0.0021840753	0.022857383	0.005544182	0.0034396043	0.012789388	0.05228018	0.47836795	0.12988082	0.021887727	0.0009779877	0.8326367	0.005414986	0.49950764	0.29820174	0.0010418396	0.0039659543	0.0014365844	0.9816109	0.0044015115	0.0031472011	0.0007968578	0.012712474	1.7994851	0.016726205	0.018108672
G1_bin.123	0.0031711045	0.6851673	0.0031392386	0.014879102	0.03348186	0.23914042	0.06248084	0.031626634	0.0038814093	0.015182967	1.0774634	0.20306018	0.10431537	0.018583165	0.11475041	0.015031876	0.36999682	0.0049384357	0.026356338	0.07063213	0.13819282	0.119357	0.033214413	0.4867027	0.28923455	0.04927244	0.003523886	0.159854	0.010969475	0.027541919	0.000534518	0.024248896
G1_bin.128	0.03831619	0.69034237	0.023492321	0.22725941	0.2043886	4.1435885	0.33517575	0.69298255	0.007405549	0.10558968	5.6895084	0.04761261	0.077642605	0.07262438	0.124450624	0.13875636	0.39291736	0.82029676	0.02524172	0.04026454	0.3290452	1.6062087	0.008256318	1.7170914	1.6650188	0.0060410076	0.015857901	0.3837907	0.25753176	0.37234423	0.008757984	0.03469234
G1_bin.12	0.0016461391	0.003992846	0.00079340045	0.0013662281	0.0019184427	0.003564896	0.0008254789	0.0025533168	0.0015940646	0.0067125754	0.017965175	0.011015019	0.008973084	0.04003754	0.0013701726	0.0012999467	0.024261339	0.030768426	0.0013859507	0.097807534	0.0019088913	0.004322159	0.0026997633	0.080352746	0.0067405566	0.05770883	0.0006481592	0.009481204	0.002660784	0.0029694338	0.0011128363	0.0006501648
G1_bin.132	0.21149795	0.029046047	0.04659461	0.13225996	1.8926567	1.2089846	0.3112586	0.02189271	0.041184973	0.01053996	0.052747283	0.018674478	0.05670206	0.07344858	0.055565145	0.010157782	0.09060162	0.22019175	0.16768852	7.074968	0.13683161	0.34811854	0.074280195	0.047657087	0.09121869	0.0531728	8.95133	0.85921705	0.08117692	2.472048	5.9023895	0.0395343
G1_bin.135	0.055838324	0.027129414	0.015093994	0.042330697	0.54376394	0.34223616	0.15417309	0.01581147	0.012199234	0.0010122842	0.0068926835	0.00837066	0.04016332	0.14890125	0.036131922	0.021793481	0.03717911	0.16468556	0.081443	1.440568	0.063876785	0.041819967	0.004777686	0.10311822	0.32367927	0.7333552	0.026650768	0.02185129	0.16824089	1.5957538	0.56403595	0.033521656
G1_bin.136	0.025167396	0.07841224	0.004443184	0.053953685	0.20022725	0.048404243	0.0142569505	0.034332346	0.027387496	0.021532767	0.067468084	0.071909666	0.12241712	0.024202025	0.048113815	0.035534415	0.024945725	0.017746078	0.020290319	0.1297224	0.017054403	0.060080122	0.019537989	0.049313772	0.025953444	0.026448319	0.016644854	0.04528502	0.06654096	0.022900963	0.017755402	0.018837135
G1_bin.138	0.001704813	0.27835014	0.0022410662	0.00807576	0.12307437	0.38420057	0.05471296	0.1471924	0.0055111614	0.0082801385	0.25949514	0.009023338	0.028480995	0.05010204	0.013941837	0.005964095	0.13399042	0.123498656	0.0033266824	0.031969097	0.06428163	0.14492501	0.017698474	0.1216303	0.22597258	0.10172368	0.0031600888	0.282611	0.08946236	0.120824955	0.0011410203	0.013812215
G1_bin.139	0.057055335	0.014319646	0.009987708	0.04659887	0.3896429	0.17530149	0.095823005	0.008258513	0.016955772	0.0007413042	0.003231697	0.0028332872	0.023873819	0.019352386	0.013107421	0.0045795557	0.009120145	0.04813354	0.016636427	0.5376419	0.054610446	0.02536692	0.0016109842	0.038534008	0.18414202	0.0591419	0.0213223	0.047436245	0.033024266	0.6224239	0.9218388	0.06907012
G1_bin.13	0.026920384	0.007525084	0.013816244	0.01768897	0.02615642	0.028250763	0.0030634834	0.0057403254	0.010392303	0.006407489	0.3180401	0.0058851014	0.0047934935	0.014209603	0.0051492047	0.0063675977	0.012430537	0.0912344	0.015812755	0.1480029	0.081093386	0.14047888	0.0010546058	0.3643296	0.013767241	0.85350776	0.006846386	0.30019414	0.014382954	0.08535583	0.08558962	0.0037283238
G1_bin.140	0.119006425	0.0041960864	0.025282118	0.048743874	0.024213055	0.07111209	0.0072884806	0.10291963	0.060601953	0.05338154	0.02005528	0.014414798	0.027864479	0.02540838	0.01099396	0.02323405	0.3041885	1.3917991	0.32968146	0.058830693	0.33842352	0.55078566	0.14356437	0.14729246	0.05315747	0.08500819	0.0044403956	0.082513146	0.038369097	0.09156163	0.019701814	0.024917813
G1_bin.142	0.14523838	0.0060212878	0.031877413	0.0066243727	0.016597873	0.014116976	0.005356346	0.07637455	0.047270298	0.54679483	0.05445374	0.020857153	0.009747919	0.20541924	0.08639554	0.066055365	0.04649636	0.0672998	0.030582542	0.01983359	0.4676239	0.049021527	0.007103872	0.031276826	0.051395766	0.03209234	0.010214769	0.018752422	0.11628454	0.008242802	0.0064210272	0.007509522
G1_bin.14	0.009539752	0.005254223	0.0063422024	0.004243307	0.023189658	0.07227717	0.008844172	0.0054095904	0.015006974	0.0057485714	0.009323023	0.0035137073	0.007713607	0.007399343	0.007477826	0.007831622	0.012098031	0.024615148	0.04016429	0.47658536	0.035120614	0.028520305	0.0013026174	0.089752614	0.003536255	0.31125355	0.0040128725	0.56567466	0.007382481	0.70178413	0.1836978	0.0026428967
G1_bin.17	0.0013408441	0.01645652	0.0007321964	0.0049386625	0.051227637	0.0695985	0.01142817	0.010072736	0.00090726174	0.0062872814	0.25155357	0.004976201	0.005098955	0.012850663	0.003918118	0.032098863	0.026540974	0.01831619	0.0011963063	0.20631713	0.057997636	0.08817255	0.0029925487	0.06007759	0.19790488	0.009620381	0.0022154374	0.022123517	0.2995015	0.08820693	0.0020985208	0.01913331
G1_bin.1	0.023729242	0.002084788	0.0017136846	0.2601682	0.077818215	0.016152138	0.05428472	0.06505452	0.0047602383	0.009002153	0.02268283	0.0018872712	0.0729385	0.011156356	0.011100768	0.006114625	0.01520367	0.44146627	0.0012768786	0.0022539366	0.029986972	0.009712574	0.0063000806	0.011371704	0.057759497	0.0050649825	0.009767954	0.053718533	0.13128473	0.005163211	0.018154645	0.0020390714
G1_bin.20	0.11851572	0.018988675	0.033301473	0.050539896	0.042975586	0.06461386	0.0396923	0.008997156	0.00878456	0.019217946	0.039134387	0.0041030305	0.010141731	0.022466725	0.01540879	0.0060523013	0.039515886	0.06584393	0.095282264	0.34588647	0.43206412	0.0095152175	0.0040519848	0.29892915	0.027388897	1.1478261	0.0022795813	0.20177384	0.06143241	0.5272737	0.15195495	0.0013879151
G1_bin.21	0.062067844	0.03374411	0.5391047	0.03576755	0.0024350337	0.0018813418	0.005054876	0.06647002	0.053971156	0.014078601	0.006277252	0.4493907	0.006623724	0.040583372	0.23402707	0.1513923	0.006692607	5.954294	24.668821	0.0005447284	0.18080412	0.000681642	9.173331	0.00091610703	0.494084	0.029647503	0.008828205	0.0017307538	0.00055814814	0.0067961975	0.009077213	1.474985
G1_bin.25	0.6687561	0.013239582	0.050536323	0.094140805	0.019464158	0.07666008	0.03529743	0.11049343	0.014845305	0.25863877	0.023426764	0.012665044	0.00964092	0.061135717	0.013755785	0.035690375	0.04428463	0.030215416	0.056759696	0.011670062	1.8672647	0.03478364	0.02345293	0.037093572	0.016831297	0.048313316	0.010030648	0.03940302	0.8202352	0.15918452	0.023136998	0.6012083
G1_bin.27	0.02737672	0.0021816078	0.008906712	0.00016151978	0.00037294772	0.00009584159	0.00019184481	0.00631876	0.0016715473	0.03481659	0.0058838245	0.0034782093	0.0027885467	0.014145175	0.016054615	0.009660837	0.00030046105	0.13777739	0.0017040174	0.002131273	0.06465821	0.001396587	0.00042124157	0.0008208721	0.00038324145	0.02280048	0.0023062315	0.0001862292	0.00071390026	0.0043810573	0.00020401915	0.001426349
G1_bin.2	0.12505117	0.011018694	0.008523862	0.014334865	0.023705857	0.030061644	0.010095973	0.14992383	0.18907012	0.012558176	0.08629863	0.033253644	0.013482002	0.10894818	0.0518879	0.08743702	0.20728284	0.26407397	0.038211964	0.029158719	0.080514774	0.052923944	0.0069532725	0.096919894	0.04097765	0.04622566	0.033888325	0.037776206	0.011264839	0.02403913	0.016275695	0.007048818
G1_bin.31	0.05379694	0.009616583	0.010381053	0.01371132	0.115181	0.1573419	0.047806367	0.0010670989	0.035537586	0.0015619368	0.00648573	0.0053621484	0.013254451	0.024559246	0.009516466	0.007518183	0.0057367366	0.032605328	0.007176353	1.6046296	0.20085306	0.03009283	0.0020227	0.36340618	0.060759846	0.7325492	0.04126264	0.11712923	0.045477074	1.998692	0.43695068	0.0027455797
G1_bin.32	0.033522733	0.013999497	0.006776603	0.056214266	0.22420256	0.023214474	0.011282999	0.0053073787	0.003803158	0.0009830396	0.003973864	0.0027489054	0.0052036988	0.007822519	0.011300719	0.0033710587	0.010200433	0.026942551	0.0063386695	0.77885205	0.01081167	0.018472383	0.0013395809	0.01089419	0.016405629	0.17893009	0.12408515	0.06389092	0.008424638	0.50314415	0.28618243	0.018874446
G1_bin.34	0.0056924815	0.7665964	0.0018399049	0.04505957	0.026736764	0.35976192	0.043894764	0.035728134	0.010176412	0.022758024	1.7146883	0.13168108	0.11725415	0.06818359	0.043451335	0.044583336	6.1899195	0.011953032	0.027168758	0.03703121	0.23713729	0.3036199	0.09896847	0.07493075	0.6095068	0.0063072685	0.01582136	0.14231178	0.059639666	0.047226485	0.0014913888	0.02093579
G1_bin.35	0.05672443	0.0033429028	0.009295137	0.005574966	0.020063639	0.02307367	0.0048642363	0.014458292	0.02133333	0.006718683	0.016966779	0.007831179	0.004063748	0.045494825	0.009324983	0.020523088	0.03433471	0.03790929	0.08357428	0.03558071	0.075947456	0.37020773	0.0047753025	0.09331188	0.006223844	0.036226686	0.003639442	0.03801026	0.009009076	0.07112123	0.01732985	0.0030012126
G1_bin.37	0.44779623	0.12882757	0.34209117	0.17139594	3.6356797	1.4955777	0.50435644	0.07629153	0.18718694	0.07503318	0.11192656	0.19141605	0.19799948	0.26918578	0.14740889	0.15158358	0.10358532	0.7538543	6.5276794	1.5704286	0.44264227	15.976725	0.07983188	7.302499	1.3156167	0.24535826	5.596089	9.452771	0.08370863	2.4568036	1.7243688	0.0772762
G1_bin.38	0.034728125	0.087274104	0.042978324	0.36753842	7.485138	2.8510654	0.15265249	0.019718658	0.018107422	0.03652563	0.8954034	0.04766261	0.062214226	0.039842155	0.03834376	0.034376193	0.021106247	0.10152318	0.051450927	2.4861448	0.45881236	0.94426095	0.011330367	5.20067	1.095168	0.29121837	0.29263145	7.3418894	0.13533749	2.2245536	0.18877916	0.048314013
G1_bin.3	0.029278666	0.01769113	0.016293544	0.010724398	0.38386664	0.06724492	0.023344181	0.0104859425	0.0152077	0.00828424	0.008548512	0.0150313955	0.009257648	0.026271341	0.011416467	0.011931267	0.0123807425	0.049110934	0.16854343	0.21716803	0.034402195	0.8633021	0.003916923	0.39980862	0.05851119	0.16057087	0.16131155	0.3797841	0.01685439	0.36938888	0.1882982	0.0033283872
G1_bin.40	0.11913729	0.0077718324	0.015644489	0.1406856	0.5059778	0.13738377	0.13075414	0.023661954	0.026185172	0.0055902484	0.006538718	0.0040960545	0.04127516	0.0758112	0.027150817	0.017064758	0.022352643	0.105534546	0.0465135	0.4426951	0.1484557	0.15634571	0.015336903	0.06770753	0.17741182	1.3937908	1.115892	0.031534627	0.15660718	0.27304268	1.3604869	0.3308267
G1_bin.41	0.023419373	0.022490628	0.61505216	0.056981802	0.027540246	0.117723994	0.019482723	0.27673426	0.037576888	0.0067229145	0.010343212	0.02988913	0.05148239	0.18568036	0.042727266	0.017291494	0.12341303	0.030004807	0.013967562	0.01855013	0.060237247	0.04628955	0.008530439	4.044409	0.09723805	0.012520897	0.1454591	0.67373115	0.46002588	0.04460669	0.012953062	0.0059127593
G1_bin.43	0.026593935	0.002775174	0.0030278135	0.0033010796	0.027941108	0.015214647	0.0055063083	0.0031306704	0.0031227267	0.00019854195	0.0009747655	0.0019521642	0.007240899	0.015469779	0.0058181295	0.0022986354	0.005914868	0.024584994	0.007937568	0.19719622	0.020595644	0.007439985	0.00091840344	0.054727364	0.024553876	0.08869314	0.029233009	0.01708462	0.027277607	0.21706223	0.25202188	0.008201124
G1_bin.44	0.013253339	0.002636959	0.0014007767	0.00044267872	0.006362699	0.00960075	0.0038650238	0.0006955104	0.0030086227	0.00038067045	0.00061242323	0.00071534025	0.0020339845	0.006685316	0.005585616	0.0009223679	0.0011020168	0.0018205208	0.0032960018	0.14406459	0.012915382	0.0013476978	0.00016484121	0.048830215	0.010041381	0.043518137	0.002897688	0.012275162	0.016782206	0.088007234	0.025517028	0.00072133227
G1_bin.45	0.002051516	0.5656933	0.002396966	0.0009761965	0.0010039364	0.24210855	0.00066690386	0.0008864403	0.003539447	0.0007162745	0.000012141219	0.0028604367	0.0037664466	0.0011592193	0.00079799973	0.0003619281	0.0021554846	0.751142	0.000009134707	0.0007435281	0.000007131939	0.000011476245	0.0021536432	0.0004267977	0.00028757704	0.0000078205185	0.000026765558	0.0000056976555	0.00069082575	0.0008986446	0.0015549221	0.0003771301
G1_bin.46	0.04217549	0.0015941724	0.004287801	0.0119072115	0.00876652	0.019591762	0.003830962	0.00484964	0.006450522	0.004424541	0.0021265442	0.0033431826	0.015017328	0.024388425	0.0127431275	0.0031298858	0.0010714361	0.1407553	0.0037934282	0.043135982	0.014330995	0.053155728	0.0093906	0.19013986	0.0051572667	0.017678497	0.32337236	0.0137024755	0.0016405729	0.02631147	0.0077429856	0.0024678283
G1_bin.48	0.00073261076	0.0008275032	0.002879392	0.0003775272	0.015459651	0.0005768753	0.005082613	0.0004925682	0.002547031	0.024711033	0.0014464792	0.00033905858	0.002256464	0.0065359836	0.0011547676	0.0064891055	0.00036340003	0.0025292123	0.001265414	0.25356102	0.0019674578	0.0040608565	0.00077070884	0.019801343	0.0012630956	0.03914935	0.0009331399	0.0018064714	0.00024813617	0.0005477992	0.00092324044	0.00044511052
G1_bin.4	0.012161743	0.0011513766	0.008761659	0.0011442066	0.0110468585	0.0055880747	0.0023504375	0.0008479252	0.012611372	0.0022563073	0.0015448732	0.0008843099	0.0011934853	0.010415927	0.0015086089	0.004563037	0.0012182802	0.0062688296	0.042125046	0.10111308	0.0082535185	0.034847755	0.0009695721	0.06576796	0.0028492298	0.23065898	0.05538312	0.016802663	0.0018449964	0.050034873	0.029381622	0.01760813
G1_bin.50	0.0012855257	0.0019148698	0.00191772	0.0040684287	0.011012519	0.037936457	0.0030639926	0.0006024525	0.0014162888	0.0012269996	0.0007741752	0.0009813093	0.002487202	0.002016569	0.0009501875	0.0010957671	0.00060142647	0.013132219	0.009774961	0.025534324	0.04573583	0.006207156	0.00059323886	0.081361845	0.024728717	0.16075252	0.05193548	0.06233653	0.0056429454	0.14667109	0.0027710546	0.0002306286
G1_bin.51	0.013947379	0.0032951254	0.048076954	0.000057559173	0.0007079951	0.00043757996	0.00023835753	0.0025080636	0.0008535751	0.0017341715	0.00096025603	0.00056416646	0.0036743942	0.0021091022	0.0035141218	0.0021483533	0.00027338215	0.002111361	0.00082654733	0.16510895	0.10879016	0.0002823574	0.00047546587	0.0014781671	0.008048833	0.0021943364	0.0008057397	0.0007842719	0.017825838	0.022505274	0.0004790751	0.0000716781
G1_bin.55	0.29321447	0.0707576	0.011295508	0.16478464	0.0314008	1.049901	0.07218906	0.173953	0.0052275592	0.004631513	0.16650191	0.004619515	0.048545588	0.024807872	0.02819955	0.0015815699	0.70428085	0.14015661	0.0025832441	0.14796776	0.76947784	0.070788324	0.008618911	0.060156737	0.012889899	0.022297313	0.0061191744	0.14023486	0.5054072	0.15654635	0.004139373	0.0015566039
G1_bin.56	0.12326591	0.027602859	0.018651733	0.0042778547	0.07161166	0.16116597	0.22386569	0.054372143	0.01421681	0.0013883625	0.008822518	0.004760583	0.1120049	0.14079674	0.097641304	0.012393082	0.063469276	0.2955649	0.058176633	1.6334229	0.14467107	0.0077879494	0.0029725689	0.06141077	0.17436619	0.07531553	0.07296763	0.011575029	0.21898147	1.2109838	0.12781821	0.01801538
G1_bin.59	0.037458833	0.005245167	0.0023156155	0.0017151054	0.007820497	0.0104092285	0.017954785	0.0023470023	0.00026442937	0.0035058518	0.00088809105	0.00062314863	0.0058775577	0.0041196453	0.002853162	0.00041141262	0.0006741977	0.06688981	0.029440429	0.21582218	0.07088505	0.0012275724	0.00086350966	0.009803326	0.020077372	0.00026392576	0.0067548556	0.014913346	0.03528661	0.011774926	0.0002679076	0.0005333927
G1_bin.5	0.16152462	0.017167747	0.05661148	0.056588296	0.01914563	0.037799835	0.016206522	0.024436172	0.0053027803	0.037820127	0.018987607	0.010782975	0.0048474204	0.017699039	0.009981531	0.0146141015	0.01600639	0.013206677	0.07199612	0.047706842	0.48824185	0.07951439	0.010437499	0.24217303	0.030203614	0.19691816	0.04010005	0.18361886	0.020207226	0.21374358	0.07167491	0.011575897
G1_bin.60	0.24455307	0.032593504	0.02989135	0.3574248	4.5126185	0.5628595	0.32036984	0.02188941	0.015568159	0.0026449745	0.023559602	0.009948337	0.07967991	0.037031297	0.048715316	0.04113568	0.028301137	0.21760248	0.045424562	0.9440829	0.25428048	0.36650506	0.05264246	0.067769594	0.17912664	0.34352145	6.2915673	0.08158494	0.083636135	0.60037565	3.5577445	0.56612074
G1_bin.62	0.0058593475	0.0031683352	0.01264181	0.00072324445	0.017107045	0.040358584	0.010687153	0.0025635439	0.0012828606	0.0011831217	0.0025836593	0.0022356685	0.004773647	0.0031255747	0.00052787235	0.0011085001	0.002506321	0.011411384	0.016211532	0.2820653	0.061319865	0.001604931	0.00035792298	0.122336395	0.0012359607	0.02245378	0.001685382	0.002099387	0.004328059	0.06906846	0.0019220582	0.00024915204
G1_bin.63	0.0006661521	0.0023608888	0.0015069279	0.00070902705	0.022095777	0.0030077125	0.0020397927	0.00019247287	0.0150671275	0.00040208542	0.0032675576	0.00011931114	0.0007115996	0.010524832	0.0015331602	0.0017609362	0.00029020995	0.0028955364	0.000316715	0.8758937	0.0005412582	0.0017442286	0.0011677505	0.009463913	0.0055839503	0.006972997	0.052044675	0.014758861	0.0024624008	0.2898379	0.20281233	0.017675228
G1_bin.65	0.10205573	0.0045971125	0.0026970136	0.014210891	0.015934208	0.03068093	0.012591798	0.008685947	0.001241568	0.0003098468	0.00056088564	0.0031961487	0.011545681	0.036923837	0.0130897965	0.0012665971	0.0018840928	0.038552538	0.008159497	0.023589017	0.1782598	0.018970387	0.0018173221	0.0022766402	0.060268477	0.021977201	0.0003784672	0.000662353	0.028664209	0.021591742	0.0024833241	0.044121787
G1_bin.66	0.00079900766	0.00011865249	0.00017411851	0.00013973945	0.0008921406	0.00045806097	0.00024763081	0.00029880257	0.031255007	0.0005428311	0.0024706814	0.00022925042	0.00071917876	0.0008658811	0.0017975545	0.0009108497	0.0021252853	0.000997221	0.008876347	0.016702548	0.20069452	0.00045548266	0.0013736949	0.002209617	0.00019778284	0.01485642	0.00094288855	0.0013996066	0.0011143992	0.0013595613	0.0008832539	0.030093873
G1_bin.67	0.01885902	0.0012002509	0.0054061525	0.0004792952	0.0010794239	0.007886048	0.0003746416	0.0017765911	0.0014140599	0.01423957	0.0066112387	0.00081140985	0.0018004387	0.0023768966	0.0010549296	0.0018712824	0.03370914	0.026460448	0.0010632519	0.03292419	0.06572721	0.003363656	0.00057345786	0.0005430994	0.0003339002	0.035855144	0.0009337666	0.0009773992	0.0044285194	0.008708944	0.00022646811	0.00023978911
G1_bin.68	0.0013539401	0.6395564	0.000033823577	0.0015337133	0.0012488858	0.003268794	0.0002254914	0.0006975542	0.013101124	0.0008389503	0.000033924418	0.0019946457	0.0000896018	0.002138135	0.0023385175	0.06259172	0.0012331109	0.000015373447	0.20733914	0.0010074958	0.000015026883	0.00010347814	0.00075342617	0.00011822329	0.00053827226	0.00031964103	0.00089835876	0.000020112786	0.00021108684	0.00017603289	0.000027971237	0.00064898573
G1_bin.69	0.029227855	0.0067978348	0.006830334	0.0029595704	0.011666174	0.04634716	0.02574733	0.0033050128	0.00402523	0.0038432088	0.001372536	0.0025618193	0.00684102	0.0061403397	0.005262755	0.0040094103	0.0056875004	0.0102531025	0.02875291	0.30143175	0.068011865	0.005391915	0.0019216317	0.1554133	0.009192507	0.23559389	0.0022646883	0.028473109	0.013453084	0.5708372	0.058369275	0.0024860583
G1_bin.70	0.0025919604	0.017260768	0.0016290029	0.0011590865	0.0419833	0.0059622442	0.0012466282	0.0027695396	0.0054530734	0.012168894	0.10731245	0.0034203911	0.004521342	0.008768107	0.02423566	0.003013808	0.029117925	0.0038078951	0.0034444293	0.0012880026	0.005214393	0.0047699003	0.0012668929	0.32651252	0.11733723	0.030641858	0.015044852	0.03183902	0.010883869	0.0078587225	0.0011709278	0.005086549
