Genome	D1_P102_M Relative Abundance (%)	D1_P107_M Relative Abundance (%)	D1_P167_M Relative Abundance (%)	D1_P225_M Relative Abundance (%)	D1_P295_M Relative Abundance (%)	D1_P304_M Relative Abundance (%)	D1_P46_M Relative Abundance (%)	D1_P47_M Relative Abundance (%)	D3_P186_M Relative Abundance (%)	D3_P190_M Relative Abundance (%)	D3_P191_M Relative Abundance (%)	D3_P265_M Relative Abundance (%)	D3_P266_M Relative Abundance (%)	D3_P41_M Relative Abundance (%)	D3_P75_M Relative Abundance (%)	D3_P9_M Relative Abundance (%)	G1_P178_M Relative Abundance (%)	G1_P196_M Relative Abundance (%)	G1_P276_M Relative Abundance (%)	G1_P291_M Relative Abundance (%)	G1_P294_M Relative Abundance (%)	G1_P43_M Relative Abundance (%)	G1_P74_M Relative Abundance (%)	G1_P82_M Relative Abundance (%)	G3_P143_M Relative Abundance (%)	G3_P149_M Relative Abundance (%)	G3_P14_M Relative Abundance (%)	G3_P179_M Relative Abundance (%)	G3_P212_M Relative Abundance (%)	G3_P261_M Relative Abundance (%)	G3_P301_M Relative Abundance (%)	G3_P84_M Relative Abundance (%)
G3_bin.27	9.049978	0.16736676	0.61784726	0.6676067	0.061650865	0.1334199	0.22221392	1.0573568	0.06407478	0.64320344	0.17652257	0.06832475	0.061737508	0.12700194	0.008532253	0.0777914	0.05553855	0.38485524	0.45618394	0.02101415	0.60806465	0.2643824	0.15240936	0.41735488	0.14207548	0.34735134	0.08787673	0.46905234	0.31764236	0.11157803	0.12977597	0.37615559
G3_bin.28	0.008912163	0.0012742858	0.005696003	0.005417883	0.010439979	0.008463935	0.001088258	0.000071124676	0.00060366193	0.0007117418	0.0041019646	0.000701169	0.0010806596	0.002754525	0.001055424	0.04156958	0.0014252863	0.0044647628	0.0032079362	0.037072565	0.00846966	0.052247617	0.0009968678	0.020997602	0.020509344	0.68128294	0.10716176	0.06159634	0.00866746	0.035672992	0.0021186536	0.030977692
G3_bin.29	0.04443346	0.007167211	0.0036288572	0.030871026	0.12790895	0.15662849	0.10230886	0.0131978365	0.002569251	0.014042045	0.0029827186	0.0012005378	0.007870245	0.013792853	0.0048033423	0.0032200743	0.0105697345	0.025655175	0.034010574	0.12551564	0.08390758	0.015496382	0.00969082	0.03166853	0.031459544	0.11612395	0.8168696	0.00648053	0.12056392	0.19880515	0.44831765	0.039141655
G3_bin.30	0.018741127	0.00280889	0.00701975	0.033035938	0.12716976	0.04644455	0.025793066	0.0028490387	0.014649631	0.0056400406	0.0027301407	0.004642466	0.0074245795	0.0064567504	0.003432648	0.005352005	0.0035575319	0.043605033	0.06842193	0.1438199	0.03867837	0.06157719	0.0010751853	0.41406754	0.029127004	0.39503202	0.0043203747	0.03778661	0.009541198	0.19742177	0.16991566	0.0074613374
G3_bin.33	0.011400958	0.06303331	0.0005833908	0.002242933	0.00317434	0.0058875056	0.001490511	0.008944791	0.04092434	0.010023386	0.012328122	0.012054515	0.0014867879	0.018329203	0.03615758	0.01029986	0.011320554	0.0033888165	0.013513535	0.0018290379	0.008773575	0.00387547	7.697727	0.0039690053	0.0020617608	0.004121351	0.008656677	0.005330076	0.0021626381	0.0023248428	0.0014073567	1.2140659
G3_bin.35	0.0011046644	0.0336634	0.00031386846	0.005521445	0.07707937	0.008265547	0.001189805	0.0028780221	0.0015714194	0.0021408699	0.13871749	0.0013948804	0.011945147	0.0037953958	0.0023561562	0.0008472152	0.02406975	0.0022617262	0.00023943996	0.0009769859	0.011258033	0.0006847395	0.008731445	0.00390832	0.0038171723	0.0008539657	0.2562048	0.023837779	0.013634279	0.013415852	0.00026219475	0.0016567754
G3_bin.36	1.975077	0.0037090848	0.022763425	0.060382515	0.006633788	0.056288354	0.010468437	0.03475695	0.024930818	0.06727471	0.27806014	0.00978917	0.0037126571	0.10847682	0.017922956	0.027359204	0.012630332	0.099652454	0.046730258	0.016407764	0.27970743	0.057019204	0.0034758039	0.057898812	0.008611472	0.22041674	0.031939395	0.047957066	0.041807912	0.044121284	0.0403496	0.00835138
G3_bin.37	0.023942092	0.010932381	0.04063715	0.010761912	0.07851681	0.22606598	0.02887535	0.006442328	0.004927966	0.03397417	0.014399733	0.009815185	0.008159572	0.010945692	0.026278846	0.008064142	0.026830392	0.15801664	0.23427635	0.11090814	0.4139847	0.21378039	0.006441475	0.59572357	0.06581866	1.8772008	0.42416504	0.80957025	0.04515445	0.21884845	0.10906715	0.0069537195
G3_bin.39	0.01705534	0.005702998	0.0028731043	0.006729701	0.015852036	0.015569612	0.0028178277	0.0048142206	0.0019180943	0.0054958523	0.37517267	0.0018700676	0.0019023195	0.0070433333	0.0076313023	0.009192464	0.01650049	0.011898019	0.008396148	0.00911207	0.062327433	0.012251375	0.0030109333	0.019672643	0.01097809	0.515212	0.019830467	0.027262324	0.0722077	0.015829593	0.010541186	0.002415636
G3_bin.45	0.16436024	0.018275466	0.006999918	0.0022327814	0.027121853	0.010668326	0.010636532	0.008725975	0.0085290475	0.0019433805	0.0021471675	0.0026028003	0.0030379172	0.028823085	0.0053947703	0.004790024	0.009381076	0.104381315	0.010961613	0.47927958	0.22991146	0.0025674438	0.0020013023	0.025887618	0.029472988	0.40854397	0.0962252	0.0056975707	0.066384844	1.4402342	0.020563006	0.014561372
G3_bin.47	0.021943836	0.003436206	0.009342301	0.00782955	0.016164135	0.019724647	0.017029474	0.008679333	0.011519176	0.009275805	0.0072220345	0.0038896608	0.002835206	0.018632919	0.0046012136	0.00887259	0.009811943	0.027160043	0.03508933	0.037968818	0.053447064	0.047719292	0.0019393342	0.10097631	0.008958916	0.042485904	0.018819666	0.15744619	0.009377777	0.16882353	0.13844691	0.013268998
G3_bin.48	0.002281586	0.00061920355	0.0033298368	0.0015328069	0.005695555	0.0018383864	0.038577	0.0008299178	0.03106159	0.0013006354	0.0017510729	0.022807656	0.05426871	0.0022647204	0.044815164	0.10123135	0.005831393	0.0027230517	0.032459814	0.003726423	0.95632327	0.002562821	0.004866739	0.0057597044	0.0028609526	0.4347837	0.0025972761	0.0042311177	0.2122858	0.004304744	0.0016210068	0.0006128528
G3_bin.4	0.06221045	0.0027870778	0.0034039526	0.009036918	0.05624147	0.045631103	0.05835381	0.002918736	0.0026809594	0.005021783	0.0019504415	0.0009932257	0.0031239518	0.008534798	0.0029073672	0.0012768663	0.002946214	0.022375323	0.019815315	0.13911377	0.06754662	0.008986041	0.004010602	0.011204927	0.018058214	0.15239698	0.38509962	0.020445539	0.034059945	0.19267273	0.32885945	0.115886234
G3_bin.51	0.005771374	0.00019310025	0.0005921249	0.0033744755	0.004533575	0.0017112723	0.00059694826	0.002250886	0.009547747	0.0025949925	0.0029016763	0.0014139853	0.0005416462	0.018650653	0.0031497031	0.04617	0.0012759576	0.004001011	0.0067821927	0.0014243724	0.0044312733	0.004371903	0.0011871523	0.003110349	0.0055862684	1.0520684	0.04165964	0.0048842654	0.0013982557	0.0017690498	0.0006665853	0.07019343
G3_bin.52	0.047230896	0.0057592853	0.0023939356	0.03278661	0.060768448	0.13034227	0.10419791	0.012346018	0.0040833503	0.005625928	0.0009049145	0.0016544557	0.0074776914	0.0052287597	0.0062433644	0.0016457031	0.010047756	0.031744953	0.042672552	0.13400261	0.056187008	0.017806577	0.0033070575	0.0044945236	0.0057896455	0.04545116	0.14418136	0.0018721734	0.07730453	0.18447195	0.11362714	0.04288833
G3_bin.53	0.09816951	0.015887566	0.0075016897	0.1329811	0.78496724	0.22671908	0.1416019	0.008051615	0.010035259	0.0027277528	0.0114039825	0.007944063	0.050464265	0.026357908	0.017002016	0.00931184	0.01695254	0.11358869	0.04816044	0.5049748	0.06785027	0.083745964	0.017231163	0.055776946	0.4870837	0.092239976	1.4623835	0.034943	0.08460169	0.3095785	0.84413576	0.7831768
G3_bin.54	0.058387317	0.0001697173	0.00088512554	0.0012894126	0.0035976009	0.014984543	0.0017051741	0.0015927218	0.014424157	0.0012607558	0.029539244	0.0028128268	0.00033653853	0.026909024	0.003290783	0.5521598	0.0021270073	0.0031985922	0.004453742	0.0016922076	0.0041033924	0.0071577644	0.0005991606	0.005293889	0.002526766	0.26851633	0.039986983	0.0038732917	0.00069046515	0.0031701343	0.00078432396	0.0017446667
G3_bin.55	0.05567977	0.0020672618	0.0025970538	0.004663318	0.013266887	0.01470225	0.0048599425	0.012658514	0.024806626	0.0026917602	0.01340003	0.009465293	0.0028503987	0.42202142	0.007642122	0.7041367	0.010365866	0.028857758	0.02515277	0.0065069846	0.024765126	0.030363936	0.005452022	0.017464356	0.0033602614	0.21228264	0.12112124	0.016885355	0.0057134205	0.007863691	0.0035915687	0.020487547
G3_bin.5	0.0058035045	0.0009265752	0.0017583218	0.0011441123	0.0012214064	0.004096633	0.003463399	0.0004887821	0.00039770498	0.003391792	0.0006783759	0.0004967207	0.0016380504	0.002813683	0.0013131454	0.00050973694	0.0007021678	0.0051197414	0.0028702607	0.07826189	0.010567085	0.0019781783	0.00061230105	0.027882284	0.0032644651	0.0802043	0.086174645	0.0066278856	0.002017098	0.06192552	0.008772212	0.00014090129
G3_bin.61	0.015295654	0.00847209	0.0066703157	0.0026462846	0.022711515	0.052722007	0.0063538468	0.0029564742	0.002714703	0.0043526134	0.0028540734	0.0026072883	0.0046914252	0.009215669	0.002325646	0.0046633333	0.01020886	0.019999566	0.011566143	0.19922969	0.04562107	0.017467832	0.00081255106	0.21872592	0.007731888	0.11136334	0.0037054152	0.020769572	0.00842486	0.2946274	0.0031259817	0.0012114351
G3_bin.65	0.018907676	0.004406237	0.007439997	0.0103177875	0.33130893	0.09842349	0.028695216	0.003425805	0.0077352133	0.0043813833	0.002153801	0.0017283929	0.011349876	0.0153414225	0.007096895	0.0049646157	0.0047119483	0.026852801	0.072740644	0.16341408	0.06206199	0.0415708	0.0035870327	0.015522701	0.016481457	0.5095303	0.29904044	0.105647735	0.0294136	0.23669153	0.3090427	0.033286262
G3_bin.67	0.0207608	0.00344718	0.0029195128	0.0165231	0.16598345	0.034469422	0.029636776	0.0033283413	0.0033139305	0.00031970613	0.001781511	0.0013673811	0.020307507	0.015728883	0.008021994	0.002339097	0.003030958	0.03430335	0.013604673	0.24499464	0.026503732	0.032708395	0.0024251274	0.01240808	0.031319376	0.057011522	0.2332453	0.009813542	0.02598822	0.19015796	0.3501918	0.009365735
G3_bin.68	0.018581698	0.007191174	0.0032058887	0.0032220758	0.01435528	0.10861603	0.029889762	0.0044671926	0.0018764471	0.0021533498	0.001963477	0.0017554426	0.00832302	0.004153063	0.0042855297	0.0020595654	0.0065322337	0.027987191	0.01753032	0.19085008	0.034760673	0.006067718	0.0009816574	0.14139526	0.010766499	0.10550429	0.0021916078	0.18361178	0.014829982	0.19477719	0.052601635	0.0049571744
G3_bin.6	0.052715063	0.0032240727	0.0029594973	0.0010155358	0.014740637	0.024574958	0.01938406	0.0076374877	0.0017245703	0.00027780936	0.0013731609	0.0011566209	0.007060854	0.009207996	0.0070625073	0.0014583613	0.007792715	0.020327985	0.008605813	0.09377863	0.075415745	0.0029234872	0.0035116402	0.01030657	0.026352486	0.037172195	0.33559084	0.0052349153	0.057388227	0.13041323	0.06416058	0.0015469004
G3_bin.70	0.015376911	0.0020623158	0.0021437227	0.003806415	0.03768864	0.027453901	0.011447308	0.0014696239	0.006191754	0.0017416714	0.0011256126	0.0007930383	0.004152211	0.008215123	0.00532714	0.0020159706	0.001402046	0.013765907	0.008050149	0.10558139	0.026381217	0.007280624	0.001188739	0.022091633	0.012961657	0.122541435	0.015492859	0.011945067	0.011549475	0.14866352	0.104086936	0.11642816
G3_bin.71	0.55404425	0.05933102	0.018687282	0.2561188	0.3459755	0.16289262	0.06797387	0.14484031	0.12773468	0.057334002	0.36117947	0.007680649	0.041749466	0.06164386	0.09505358	0.018130708	0.6093639	0.773335	0.0033185026	0.035336964	0.7022407	0.07790898	0.110444374	0.07080593	0.11797779	0.05454789	0.088819996	0.22932376	2.5300076	0.11799982	0.10561877	0.08578998
G3_bin.72	0.016113527	0.0012700884	0.0023064879	0.00048874243	0.0011322488	0.0028075855	0.004205713	0.00048782915	0.0026873278	0.0012397266	0.00019453604	0.001104321	0.0022595802	0.0019639377	0.00079129974	0.00088378316	0.00028320123	0.011289494	0.0021073476	0.015257825	0.017072115	0.0010621177	0.00020760568	0.08746408	0.002697659	0.11613113	0.0020562196	0.00978848	0.007354281	0.13208765	0.0011479013	0.00011889418
G3_bin.73	0.17627184	0.03826968	0.023576748	0.16164063	1.9948066	0.4256065	0.21093614	0.025820402	0.03527491	0.0044700615	0.01584573	0.011286981	0.076028086	0.1053584	0.073172465	0.027177984	0.038905427	0.2759136	0.11219254	2.3867667	0.20578861	0.21006337	0.02163675	0.12653932	0.4356029	0.40315995	1.8516501	0.18472667	0.23766457	1.3614626	2.5577111	0.059860915
G3_bin.74	0.042185	0.017265031	0.033217926	0.03007263	0.10349729	0.16041918	0.03369193	0.01199907	0.019147841	0.014705434	0.09924754	0.0100172255	0.010859337	0.01637679	0.008408406	0.013982035	0.04143212	0.084328	0.13288806	0.1474173	0.1983332	0.47365028	0.0046393913	0.68860316	0.14027281	0.037788045	0.13557726	0.19942895	0.025227882	0.19830817	0.17050485	0.01208689
G3_bin.75	0.08247081	0.0069723204	0.0073638675	0.01452869	0.04808737	0.040889878	0.012663903	0.05615292	0.102856115	0.006892893	0.06129372	0.030656956	0.011732454	0.109735556	0.028711272	0.054466017	0.056817688	0.11402712	0.09214276	0.02916532	0.10101233	0.13790907	0.011707265	0.081655666	0.031704415	0.26996383	0.11648785	0.061302453	0.024750803	0.031935323	0.021238316	0.037213806
G3_bin.77	0.04424485	0.008839169	0.006062672	0.030066276	0.21500397	0.19380979	0.035840616	0.008392346	0.013216685	0.0006735441	0.0031081515	0.00554091	0.02374051	0.102275275	0.033831917	0.019098155	0.018170564	0.0988202	0.0627884	0.5503751	0.106997065	0.061654143	0.003753719	0.07302036	0.07886603	0.12379474	0.0020090279	0.007444059	0.048431765	0.2474838	0.31434715	0.06187218
G3_bin.78	0.00020734614	0.00016810477	0.0008545886	0.00035928353	0.008263816	0.0007629184	0.00088675786	0.0003313258	0.0044774297	0.00018168322	0.00035054446	0.00008823308	0.0006419531	0.00079846324	0.0013198685	0.00063962955	0.00091887265	0.0021511903	0.0018568637	0.028670141	0.00037286605	0.00681793	0.00033969263	0.002599429	0.0016179795	0.0026791254	0.0042219744	0.0034920268	0.0012001435	0.005644744	0.31992757	0.005086167
G3_bin.79	0.0043587876	0.00046193003	0.0031299877	0.0021161893	0.0047113863	0.0015975398	0.00084087456	0.0012347354	0.0032185789	0.0010817328	0.0015144153	0.00083670975	0.00040972995	0.0026409698	0.0009545824	0.0017598354	0.0024113776	0.0031926916	0.012541516	0.015352151	0.00390319	0.008571262	0.00042776513	0.016894653	0.0033923248	0.70393777	0.031944323	0.008141226	0.003396524	0.013583618	0.0072418833	0.0073904404
G3_bin.81	0.005908263	0.000090389774	0.000019256624	0.0000112101225	0.000016740634	0.0051656547	0.006483745	0.0001082922	0.00049595867	0.00029884683	0.0001878042	0.000042521817	0.0011929799	0.000056724763	0.0051633776	0.00021286005	0.0042653447	0.0004748839	0.00003314241	0.0008850646	0.00005629749	0.0039081182	0.00046868797	0.000021897475	0.000052196174	0.000095112475	0.0001346364	0.000019359522	2.557298	0.000026202852	0.0053600557	0.00008253329
G3_bin.83	0.0039684605	0.0018481801	0.0092013525	0.0030742043	0.008924158	0.041458175	0.00632691	0.0011175072	0.001790105	0.0009647035	0.0023726306	0.0012355769	0.002047121	0.003277721	0.0019122045	0.0020242806	0.002834138	0.0106533645	0.012582889	0.063930295	0.032058112	0.032224014	0.004216953	0.040010072	0.009684842	0.079752654	0.513241	0.067461945	0.005222477	0.10538139	0.03893824	0.01977292
G3_bin.85	0.0076323217	0.0011490153	0.006785721	0.007884399	0.0059127454	0.014668191	0.0027608604	0.0009042202	0.00084920763	0.0010907856	0.0002501823	0.0007048924	0.0004975743	0.0010766679	0.0005950259	0.0006908268	0.0016163226	0.0027279675	0.005584246	0.011231712	0.03070329	0.062217772	0.000935632	0.015957415	0.00117486	0.050726946	0.021905735	0.026746722	0.0026994518	0.04447667	0.10726136	0.012432906
G3_bin.86	0.019774904	0.0034040771	0.000563974	0.07507276	0.023853589	0.0048669446	0.028419323	0.020933105	0.00678709	0.008712417	0.056894045	0.00095419236	0.0010385696	0.0016625958	0.0024051687	0.0028950656	0.0068048933	0.00569892	0.0010142365	0.0013567772	0.05074065	0.011727874	0.011125542	0.0067299325	0.12342723	0.0032915957	0.010704453	0.1370041	0.031142995	0.071914256	0.0021514557	0.0022747517
G3_bin.87	0.15801468	0.01563352	0.05453027	0.09388615	1.9159236	0.43153036	0.26928008	0.023781955	0.06318629	0.04816901	0.048889786	0.042904988	0.051991656	0.10346154	0.08567075	0.03958657	0.041267745	0.06754404	0.12648071	1.4476228	0.07491721	0.3442467	0.011753483	4.3650856	0.42005518	1.7500516	0.009152735	6.6184187	0.015860863	0.18605816	0.40981403	0.0383424
G3_bin.88	0.0449124	0.014578879	0.004916372	0.053153314	0.26539597	0.17822333	0.06935103	0.0031617458	0.015668862	0.000418762	0.0024657755	0.0028869747	0.012633233	0.040925317	0.01233449	0.0033761484	0.008058658	0.05757446	0.038327046	0.48507142	0.031384338	0.08857187	0.0017134884	0.014023729	0.1252143	0.11164968	0.013436564	0.03725945	0.027281983	0.25079927	0.76271933	0.0065847402
G3_bin.89	0.00014134799	0.000014760492	0.000047646532	0.00087575	0.0009437151	0.00017590358	0.00006525302	0.000052650237	0.00009244423	0.00015032457	0.00043808258	0.000012769017	0	0.00014971627	0.00004948821	0.000012663175	0.0003248793	0.0003634796	0.0012371254	0.00081968564	0.0027570145	0.00009874499	0.0006754544	0.000360599	0.006133387	0.35580328	0.10150798	0.0011036999	0.006424282	0.0011742562	0.00021373393	0.02825
G3_bin.93	0.04921117	0.0034632676	0.0042024883	0.016387478	0.21134001	0.05306484	0.02266635	0.0049485755	0.010604168	0.0018732732	0.0011735499	0.0012108288	0.009765922	0.009879463	0.009837324	0.0036021294	0.0024663825	0.020891258	0.009668242	0.10491423	0.03752309	0.027286388	0.0043730563	0.011598894	0.04841621	0.026498048	0.028692331	0.008631011	0.034817472	0.115873605	0.37553224	0.06876723
G3_bin.96	0.028967855	0.0045795557	0.018067747	0.008205933	0.024985105	0.05577569	0.016254151	0.021460138	0.062179416	0.012756495	0.024074486	0.010925244	0.006298267	0.06396824	0.01939594	0.036487263	0.060438167	0.059437852	0.044057045	0.028583592	0.03780088	0.07168538	0.0035477083	0.07813171	0.039461456	0.79808223	0.02796017	0.123411454	0.0048807976	0.026113307	0.019314196	0.024995122
G3_bin.97	0.0041398793	0.00042224236	0.0004054315	0.004769331	0.045279764	0.006865609	0.0035256385	0.00028718397	0.0014352817	0.00007088449	0.0003983347	0.00014561319	0.0010041303	0.00089378096	0.00070932636	0.00082854956	0.00045653098	0.0048516425	0.0023599004	0.028168714	0.032737955	0.0036629161	0.0007599247	0.0014055065	0.0044164266	0.4914262	0.07472986	0.0057253144	0.0014217729	0.013142731	0.049627837	0.0075509087
G3_bin.9	0.0026446704	0.0017753425	0.022125758	0.002426351	0.016735395	0.006669483	0.002546401	0.0006328683	0.0011331743	0.0011813476	0.004638799	0.0012793908	0.0016938817	0.0025637967	0.0018027013	0.0024027226	0.0016104663	0.011058178	0.008531208	0.05409745	0.078794055	0.03412965	0.0006389602	0.051360063	0.005865856	0.44549268	0.04367904	0.047737338	0.0046125753	0.16717288	0.006272821	0.00063734496
