key,value,acc
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868363
size_fraction_upper_threshold_sam,5,ERR868363
size_fraction_lower_threshold_sam_s_dpl49,<,ERR594369
size_fraction_upper_threshold_sam,0.22,ERR594369
size_fraction_lower_threshold_sam_s_dpl49,5,ERR4691843
size_fraction_upper_threshold_sam,20,ERR4691843
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726892
size_fraction_upper_threshold_sam,180,ERR1726892
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726604
size_fraction_upper_threshold_sam,2000,ERR1726604
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691722
size_fraction_upper_threshold_sam,>,ERR4691722
size_fraction_lower_threshold_sam_s_dpl49,0.1,ERR594285
size_fraction_upper_threshold_sam,0.22,ERR594285
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR594308
size_fraction_upper_threshold_sam,0.45,ERR594308
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1726576
size_fraction_upper_threshold_sam,>,ERR1726576
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599137
size_fraction_upper_threshold_sam,3,ERR599137
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1726595
size_fraction_upper_threshold_sam,20,ERR1726595
size_fraction_lower_threshold_sam_s_dpl49,<,ERR599365
size_fraction_upper_threshold_sam,0.22,ERR599365
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR598981
size_fraction_upper_threshold_sam,3,ERR598981
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1726756
size_fraction_upper_threshold_sam,20,ERR1726756
size_fraction_lower_threshold_sam_s_dpl49,<,ERR599351
size_fraction_upper_threshold_sam,0.22,ERR599351
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762177
size_fraction_upper_threshold_sam,0.22,ERR2762177
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762100
size_fraction_upper_threshold_sam,0.22,ERR2762100
sample_size_fraction_lower_threshold_sam,0.22,ERR4674126
sample_size_fraction_upper_threshold_sam,no prefiltration,ERR4674126
sample_size_fraction_lower_threshold_sam,0.22,ERR4674203
sample_size_fraction_upper_threshold_sam,no prefiltration,ERR4674203
sample_size_fraction_lower_threshold_sam,0.22,ERR4674117
sample_size_fraction_upper_threshold_sam,not provided,ERR4674117
sample_size_fraction_lower_threshold_sam,extra_value_found,ERR4674684
sample_size_fraction_upper_threshold_sam,extra_value_found,ERR4674684
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6093628
size_fraction_upper_threshold_sam,3,ERR6093628
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6093630
size_fraction_upper_threshold_sam,3,ERR6093630
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756152
size_fraction_upper_threshold_sam,5,ERR1756152
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227169
size_fraction_upper_threshold_sam,>,ERR4227169
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1879736
size_fraction_upper_threshold_sam,20,ERR1879736
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1755895
size_fraction_upper_threshold_sam,5,ERR1755895
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1756055
size_fraction_upper_threshold_sam,20,ERR1756055
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879744
size_fraction_upper_threshold_sam,>,ERR1879744
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562479
size_fraction_upper_threshold_sam,2000,ERR562479
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879881
size_fraction_upper_threshold_sam,3,ERR1879881
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1755882
size_fraction_upper_threshold_sam,180,ERR1755882
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1755885
size_fraction_upper_threshold_sam,180,ERR1755885
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1755906
size_fraction_upper_threshold_sam,2000,ERR1755906
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756023
size_fraction_upper_threshold_sam,5,ERR1756023
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756180
size_fraction_upper_threshold_sam,2000,ERR1756180
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1756256
size_fraction_upper_threshold_sam,180,ERR1756256
size_fraction_lower_threshold_sam_s_dpl49,3,ERR1879892
size_fraction_upper_threshold_sam,>,ERR1879892
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6093651
size_fraction_upper_threshold_sam,3,ERR6093651
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4223624
size_fraction_upper_threshold_sam,>,ERR4223624
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6090721
size_fraction_upper_threshold_sam,3,ERR6090721
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR3518695
size_fraction_upper_threshold_sam,>,ERR3518695
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4223602
size_fraction_upper_threshold_sam,>,ERR4223602
size_fraction_lower_threshold_sam_s_dpl49,0.22 um,ERR1855253
size_fraction_lower_threshold_sam_s_dpl49,0.22 um,ERR1855266
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR2098366
size_fraction_upper_threshold_sam,>0.22,ERR2098366
size_frac_sam,NA,SRR14874071
size_frac_sam,NA,SRR14874072
size_frac_sam,0.02-0.22 micrometer,SRR9159698
size_fraction_sam,1.6-0.2um,SRR8075941
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726795
size_fraction_upper_threshold_sam,2000,ERR1726795
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726738
size_fraction_upper_threshold_sam,2000,ERR1726738
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599065
size_fraction_upper_threshold_sam,3,ERR599065
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599119
size_fraction_upper_threshold_sam,3,ERR599119
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1726760
size_fraction_upper_threshold_sam,>,ERR1726760
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691825
size_fraction_upper_threshold_sam,>,ERR4691825
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726957
size_fraction_upper_threshold_sam,2000,ERR1726957
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599164
size_fraction_upper_threshold_sam,3,ERR599164
size_fraction_lower_threshold_sam_s_dpl49,0.45,ERR594332
size_fraction_upper_threshold_sam,0.8,ERR594332
size_fraction_lower_threshold_sam_s_dpl49,180,ERR599247
size_fraction_upper_threshold_sam,2000,ERR599247
size_fraction_lower_threshold_sam_s_dpl49,<,ERR594379
size_fraction_upper_threshold_sam,0.22,ERR594379
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726967
size_fraction_upper_threshold_sam,180,ERR1726967
size_fraction_lower_threshold_sam_s_dpl49,<,ERR594363
size_fraction_upper_threshold_sam,0.22,ERR594363
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726894
size_fraction_upper_threshold_sam,180,ERR1726894
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1726919
size_fraction_upper_threshold_sam,>,ERR1726919
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726966
size_fraction_upper_threshold_sam,2000,ERR1726966
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868390
size_fraction_upper_threshold_sam,5,ERR868390
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726636
size_fraction_upper_threshold_sam,180,ERR1726636
size_fraction_lower_threshold_sam_s_dpl49,3,ERR1726631
size_fraction_upper_threshold_sam,>,ERR1726631
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599030
size_fraction_upper_threshold_sam,3,ERR599030
size_fraction_lower_threshold_sam_s_dpl49,180,ERR4691653
size_fraction_upper_threshold_sam,2000,ERR4691653
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691588
size_fraction_upper_threshold_sam,>,ERR4691588
size_fraction_lower_threshold_sam_s_dpl49,180,ERR4691666
size_fraction_upper_threshold_sam,2000,ERR4691666
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762154
size_fraction_upper_threshold_sam,0.22,ERR2762154
sample_size_fraction_lower_threshold_sam,0.22,ERR4674049
sample_size_fraction_upper_threshold_sam,No prefiltration,ERR4674049
sample_size_fraction_lower_threshold_sam,0.22,ERR4674168
sample_size_fraction_upper_threshold_sam,no prefiltration,ERR4674168
size_fraction_sam,0-0.22 micrometer,ERR3256934
size_fraction_sam,0-0.22 micrometer,ERR3256958
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562428
size_fraction_upper_threshold_sam,2000,ERR562428
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6093611
size_fraction_upper_threshold_sam,3,ERR6093611
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1879835
size_fraction_upper_threshold_sam,20,ERR1879835
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1879884
size_fraction_upper_threshold_sam,2000,ERR1879884
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1756087
size_fraction_upper_threshold_sam,180,ERR1756087
size_fraction_lower_threshold_sam_s_dpl49,5,ERR562600
size_fraction_upper_threshold_sam,20,ERR562600
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562637
size_fraction_upper_threshold_sam,2000,ERR562637
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1756116
size_fraction_upper_threshold_sam,180,ERR1756116
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562418
size_fraction_upper_threshold_sam,20,ERR562418
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879888
size_fraction_upper_threshold_sam,>,ERR1879888
size_fraction_lower_threshold_sam_s_dpl49,20,ERR562597
size_fraction_upper_threshold_sam,180,ERR562597
size_fraction_lower_threshold_sam_s_dpl49,3,ERR1879694
size_fraction_upper_threshold_sam,>,ERR1879694
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756344
size_fraction_upper_threshold_sam,2000,ERR1756344
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1755884
size_fraction_upper_threshold_sam,180,ERR1755884
size_fraction_lower_threshold_sam_s_dpl49,5,ERR562685
size_fraction_upper_threshold_sam,20,ERR562685
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562640
size_fraction_upper_threshold_sam,5,ERR562640
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562380
size_fraction_upper_threshold_sam,>,ERR562380
size_fraction_lower_threshold_sam_s_dpl49,5,ERR562519
size_fraction_upper_threshold_sam,20,ERR562519
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6090702
size_fraction_upper_threshold_sam,3,ERR6090702
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR873961
size_fraction_upper_threshold_sam,5,ERR873961
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1198925
size_fraction_upper_threshold_sam,20,ERR1198925
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR599213
size_fraction_upper_threshold_sam,3,ERR599213
size_frac_sam,0-0.45 micrometer,SRR9161606
filter_fraction__um__sam,0.22 â?? 3,SRR2053302
size_frac_sam,0.22-5.0 micrometer,SRR17470366
size_fraction_sam,>2.7µm,SRR8062345
size_fraction_sam,0.2-2.7µm,SRR8062332
size_fraction_sam,1.6-0.2um,SRR8075935
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599146
size_fraction_upper_threshold_sam,3,ERR599146
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868376
size_fraction_upper_threshold_sam,5,ERR868376
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599070
size_fraction_upper_threshold_sam,3,ERR599070
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1726579
size_fraction_upper_threshold_sam,>,ERR1726579
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726789
size_fraction_upper_threshold_sam,2000,ERR1726789
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726681
size_fraction_upper_threshold_sam,2000,ERR1726681
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726838
size_fraction_upper_threshold_sam,180,ERR1726838
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726660
size_fraction_upper_threshold_sam,180,ERR1726660
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868348
size_fraction_upper_threshold_sam,5,ERR868348
size_fraction_lower_threshold_sam_s_dpl49,180,ERR4691750
size_fraction_upper_threshold_sam,2000,ERR4691750
size_fraction_lower_threshold_sam_s_dpl49,5,ERR599241
size_fraction_upper_threshold_sam,20,ERR599241
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868434
size_fraction_upper_threshold_sam,3,ERR868434
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599082
size_fraction_upper_threshold_sam,1.6,ERR599082
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1726559
size_fraction_upper_threshold_sam,20,ERR1726559
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691853
size_fraction_upper_threshold_sam,>,ERR4691853
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868485
size_fraction_upper_threshold_sam,5,ERR868485
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726853
size_fraction_upper_threshold_sam,180,ERR1726853
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762136
size_fraction_upper_threshold_sam,0.22,ERR2762136
size_fraction_lower_threshold_sam_s_dpl49,20,ERR4691611
size_fraction_upper_threshold_sam,180,ERR4691611
size_fraction_lower_threshold_sam_s_dpl49,3,ERR4691689
size_fraction_upper_threshold_sam,20,ERR4691689
size_fraction_lower_threshold_sam_s_dpl49,180,ERR4691594
size_fraction_upper_threshold_sam,2000,ERR4691594
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762135
size_fraction_upper_threshold_sam,0.22,ERR2762135
sample_size_fraction_lower_threshold_sam,0.22,ERR4674144
sample_size_fraction_upper_threshold_sam,not provided,ERR4674144
size_fraction_lower_threshold_sam_s_dpl49,5,ERR562580
size_fraction_upper_threshold_sam,20,ERR562580
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562500
size_fraction_upper_threshold_sam,5,ERR562500
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562495
size_fraction_upper_threshold_sam,>,ERR562495
size_fraction_lower_threshold_sam_s_dpl49,5,ERR562540
size_fraction_upper_threshold_sam,20,ERR562540
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1756295
size_fraction_upper_threshold_sam,180,ERR1756295
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1756294
size_fraction_upper_threshold_sam,180,ERR1756294
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879874
size_fraction_upper_threshold_sam,>,ERR1879874
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1879851
size_fraction_upper_threshold_sam,20,ERR1879851
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562614
size_fraction_upper_threshold_sam,5,ERR562614
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562384
size_fraction_upper_threshold_sam,2000,ERR562384
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879817
size_fraction_upper_threshold_sam,3,ERR1879817
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562424
size_fraction_upper_threshold_sam,2000,ERR562424
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1755889
size_fraction_upper_threshold_sam,2000,ERR1755889
size_fraction_lower_threshold_sam_s_dpl49,5,ERR562557
size_fraction_upper_threshold_sam,20,ERR562557
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1879926
size_fraction_upper_threshold_sam,20,ERR1879926
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879886
size_fraction_upper_threshold_sam,3,ERR1879886
size_fraction_lower_threshold_sam_s_dpl49,3,ERR1879880
size_fraction_upper_threshold_sam,>,ERR1879880
size_fraction_lower_threshold_sam_s_dpl49,3,ERR1879724
size_fraction_upper_threshold_sam,>,ERR1879724
size_fraction_lower_threshold_sam_s_dpl49,20,ERR562497
size_fraction_upper_threshold_sam,180,ERR562497
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1756187
size_fraction_upper_threshold_sam,20,ERR1756187
size_fraction_lower_threshold_sam_s_dpl49,180,ERR3518784
size_fraction_upper_threshold_sam,2000,ERR3518784
size_fraction_lower_threshold_sam_s_dpl49,3,ERR3518672
size_fraction_upper_threshold_sam,20,ERR3518672
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6090704
size_fraction_upper_threshold_sam,3,ERR6090704
size_fraction_lower_threshold_sam_s_dpl49,20,ERR3518698
size_fraction_upper_threshold_sam,180,ERR3518698
size_frac_sam,0-0.45 micrometer,SRR9161576
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR2098375
size_fraction_upper_threshold_sam,>0.22,ERR2098375
size_frac_sam,NA,SRR14874051
size_frac_sam,NA,SRR14874067
size_frac_sam,NA,SRR14874069
size_frac_sam,0.22-5.0 micrometer,SRR17470372
size_fraction_sam,1.6-0.2um,SRR8075933
size_fraction_sam,1.6-0.2um,SRR8075929
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1726749
size_fraction_upper_threshold_sam,>,ERR1726749
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1726929
size_fraction_upper_threshold_sam,20,ERR1726929
size_fraction_lower_threshold_sam_s_dpl49,20,ERR4691746
size_fraction_upper_threshold_sam,180,ERR4691746
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR594315
size_fraction_upper_threshold_sam,1.6,ERR594315
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726809
size_fraction_upper_threshold_sam,2000,ERR1726809
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR594304
size_fraction_upper_threshold_sam,0.45,ERR594304
size_fraction_lower_threshold_sam_s_dpl49,<,ERR599347
size_fraction_upper_threshold_sam,0.22,ERR599347
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726541
size_fraction_upper_threshold_sam,2000,ERR1726541
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726810
size_fraction_upper_threshold_sam,2000,ERR1726810
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1726522
size_fraction_upper_threshold_sam,20,ERR1726522
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726552
size_fraction_upper_threshold_sam,2000,ERR1726552
size_fraction_lower_threshold_sam_s_dpl49,<,ERR594385
size_fraction_upper_threshold_sam,0.22,ERR594385
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868372
size_fraction_upper_threshold_sam,5,ERR868372
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868498
size_fraction_upper_threshold_sam,5,ERR868498
size_fraction_lower_threshold_sam_s_dpl49,<,ERR599345
size_fraction_upper_threshold_sam,0.22,ERR599345
sample_size_fraction_lower_threshold_sam,0.22,ERR4674123
sample_size_fraction_upper_threshold_sam,not provided,ERR4674123
size_fraction_sam,0-0.22 micrometer,ERR3256966
size_fraction_sam,0.22-2.7 micrometer,ERR3256925
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1755991
size_fraction_upper_threshold_sam,5,ERR1755991
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR2010979
size_fraction_upper_threshold_sam,3,ERR2010979
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1755890
size_fraction_upper_threshold_sam,2000,ERR1755890
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562702
size_fraction_upper_threshold_sam,5,ERR562702
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1756277
size_fraction_upper_threshold_sam,20,ERR1756277
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756357
size_fraction_upper_threshold_sam,2000,ERR1756357
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1756081
size_fraction_upper_threshold_sam,20,ERR1756081
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1755940
size_fraction_upper_threshold_sam,5,ERR1755940
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1756051
size_fraction_upper_threshold_sam,180,ERR1756051
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562622
size_fraction_upper_threshold_sam,2000,ERR562622
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756362
size_fraction_upper_threshold_sam,2000,ERR1756362
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6090684
size_fraction_upper_threshold_sam,1.6,ERR6090684
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562641
size_fraction_upper_threshold_sam,>,ERR562641
size_fraction_lower_threshold_sam_s_dpl49,5,ERR562427
size_fraction_upper_threshold_sam,20,ERR562427
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1755996
size_fraction_upper_threshold_sam,20,ERR1755996
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756018
size_fraction_upper_threshold_sam,2000,ERR1756018
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1879685
size_fraction_upper_threshold_sam,20,ERR1879685
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879686
size_fraction_upper_threshold_sam,3,ERR1879686
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879827
size_fraction_upper_threshold_sam,>,ERR1879827
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1700903
size_fraction_upper_threshold_sam,20,ERR1700903
size_frac_sam,0-0.45 micrometer,SRR9161491
size_frac_sam,0-0.45 micrometer,SRR9161580
size_fraction_lower_threshold_sam_s_dpl49,0.025,ERR2002423
size_fraction_lower_threshold_sam_s_dpl49,0.2,ERR2002411
size_frac_sam,NA,SRR14874040
size_frac_sam,NA,SRR14874092
