Genome	KRGM_100_5gb_M Relative Abundance (%)	KRGM_91_5gb_M Relative Abundance (%)	KRGM_92_5gb_M Relative Abundance (%)	KRGM_93_5gb_M Relative Abundance (%)	KRGM_94_5gb_M Relative Abundance (%)	KRGM_95_5gb_M Relative Abundance (%)	KRGM_96_5gb_M Relative Abundance (%)	KRGM_97_5gb_M Relative Abundance (%)	KRGM_98_5gb_M Relative Abundance (%)	KRGM_99_5gb_M Relative Abundance (%)
5_gb_bin.77	0.22000183	1.2714194	0.0034238566	0.052716743	0.3545163	0.00091599114	0.0021233554	0.26263824	0.35003102	0.22201228
5_gb_bin.78	3.3708446	0.017361619	1.5970728	0.0014067277	0.022256667	0.00074447604	0.0017896803	0.37257668	1.3076274	0.9687995
5_gb_bin.79	0.00011657696	0.0001573955	0.0019723685	0.00004317493	0.00006321946	0.000015430247	0.00013930172	0.00014927877	0.08034756	0.19319059
5_gb_bin.7	0.0007378313	0.0011189677	1.1170877	0.00009472587	0.0016469054	0.00003371338	0.00023146186	0.00039568648	0.0011001328	0.0009233512
5_gb_bin.80	0.00023991597	0.00067872065	0.00014162871	0.00022734942	1.0247631	0.00014462444	0.00017221608	0.00040719708	0.0011298091	0.00012935024
5_gb_bin.81	0.031159986	0.14214516	0.0052016214	0.07677517	0.02570711	0.08610706	0.041392963	0.0009770882	0.014573549	0.0013047992
5_gb_bin.82	0.038906083	0.0005560295	0.45332652	0.00028809448	0.000203236	0.0003320748	0.00023399056	0.03772684	0.49270427	0.0085680485
5_gb_bin.83	0.060031828	0.00073248066	0.00023290941	0.00081512023	0.00818456	0.0876525	0.0004948929	0.07872051	0.06205567	0.0210054
5_gb_bin.85	0.000046379006	0.00000949595	0.0000025994684	0.000008214293	0.000013315765	0.000016062419	0.000004704677	0.3062534	0.00025113003	0.00019286977
5_gb_bin.86	0.07253295	0.35114455	0.15462959	0.00488067	0.12130312	0.31272626	0.011816922	0.11475065	0.030922616	0.036261622
5_gb_bin.87	1.0776542	0.6631661	0.052057087	0.035948686	0.028378537	0.62354475	0.04010476	0.03968346	0.04179739	0.06412691
5_gb_bin.88	0.029688386	0.3069879	0.16432999	0.23919427	0.32537502	0.00006182791	0.028743532	0.058689345	0.11900259	0.0114434855
5_gb_bin.89	0.058342986	0.00096946215	0.5000003	0.0021080174	0.0013516882	0.0026882202	0.0140747735	0.018990591	0.108477935	0.0039923294
5_gb_bin.8	0.000017693883	0.00011896661	0.000005539302	0.5249546	0.000052111667	0.000005218828	0.140598	0.00032123644	0.75333893	0.29879555
5_gb_bin.90	0.04022209	0.44483128	0.29734308	1.1419828	0.33273742	1.198033	0.05111687	0.32500136	0.845182	0.2967649
5_gb_bin.91	0.004524467	0.009121236	0.03653248	0.020260483	0.030506277	0.0045845513	0.008316379	0.27450955	0.02241696	0.03042448
5_gb_bin.92	0.0072015054	0.0043312605	0.00012414566	0.00259539	0.028003825	0.000031049793	0.004620198	0.0039003156	0.2797331	0.33098394
5_gb_bin.93	0.26942024	1.2602135	0.18989223	0.16036333	0.06745947	0.5621633	0.23668486	0.26127836	0.373015	0.111196876
5_gb_bin.94	0.0155333625	0.005034938	0.046199284	0.6538112	0.23137675	0.0016772416	0.0025358368	0.47764465	0.08102462	0.0039795344
5_gb_bin.95	0.24036616	0.0028799959	0.023332292	0.0013511068	0.0013406684	0.034492306	0.00018961959	0.0033811328	0.0009620135	0.00032087963
5_gb_bin.96	0.0055107796	0.004434647	0.003114056	0.00014825621	0.003163861	0.0005969224	0.0012401707	0.0012668875	1.7655786	0.0041627097
5_gb_bin.97	0.006055689	0.016255725	0.4852408	0.0026260414	0.0015724993	0.0055838805	0.004855192	0.046398673	0.024267728	0.0075543844
5_gb_bin.98	0.010454279	0.0035550073	0.00033073706	0.20619495	0.00044356316	0.00015061464	0.00021800384	0.12017589	0.00727092	0.008522288
5_gb_bin.99	0.0036306905	1.1572214	0.0061905812	0.003437853	0.0023176346	0.0035766442	0.0054836283	0.8185544	0.37605384	1.1406846
5_gb_bin.9	0.0020380355	0.0025015033	0.002891886	0.020972054	0.046492428	0.0033907527	0.000026344675	1.0858485	0.037413582	0.0039290194
