run,Latitude,Longitude,ABS_latit,log2sum_RPKM,SMN30cm_1,haiba,totP,cec_0.30_mean,nitrogen_0.30_mean,phh2o_0.30_mean,annual_solar_radiation,annual_average_temp,geo_continent,geo_loc_me5,geo_loc_me,RPKM_16S,log2_RPKM_16S,sum-RPKM,CN30cm_1,SMC30cm_1,annual_average_prec,labP,orgP,soc_0.30_mean
SRR13614389,37.3,116.65,37.3,11.60228594,12.13549995,20,321.8891602,212.691803,95.81803131,7.967560069,196140,13.06333318,Asia,Asia,Chi: Dezhou,1549.51,10.59759635,3109.11,7.035243511,85.37619781,518,39.77147675,130.8690491,67.2880923
SRR13614390,37.3,116.65,37.3,11.49878938,12.13549995,20,321.8891602,212.691803,95.81803131,7.967560069,196140,13.06333318,Asia,Asia,Chi: Dezhou,1507.21,10.55766473,2893.88,7.035243511,85.37619781,518,39.77147675,130.8690491,67.2880923
SRR13614391,37.3,116.65,37.3,11.63369457,12.13549995,20,321.8891602,212.691803,95.81803131,7.967560069,196140,13.06333318,Asia,Asia,Chi: Dezhou,1539.34,10.58809621,3177.54,7.035243511,85.37619781,518,39.77147675,130.8690491,67.2880923
SRR13614392,37.3,116.65,37.3,11.5895388,12.13549995,20,321.8891602,212.691803,95.81803131,7.967560069,196140,13.06333318,Asia,Asia,Chi: Dezhou,1567.55,10.61429575,3081.76,7.035243511,85.37619781,518,39.77147675,130.8690491,67.2880923
SRR13614393,37.3,116.65,37.3,11.67980115,12.13549995,20,321.8891602,212.691803,95.81803131,7.967560069,196140,13.06333318,Asia,Asia,Chi: Dezhou,1631.17,10.67169143,3280.73,7.035243511,85.37619781,518,39.77147675,130.8690491,67.2880923
SRR13614394,37.3,116.65,37.3,11.40525317,12.13549995,20,321.8891602,212.691803,95.81803131,7.967560069,196140,13.06333318,Asia,Asia,Chi: Dezhou,1402.85,10.45414504,2712.21,7.035243511,85.37619781,518,39.77147675,130.8690491,67.2880923
SRR13614395,37.3,116.65,37.3,12.2463487,12.13549995,20,321.8891602,212.691803,95.81803131,7.967560069,196140,13.06333318,Asia,Asia,Chi: Dezhou,2162.6,11.07855113,4858.68,7.035243511,85.37619781,518,39.77147675,130.8690491,67.2880923
SRR13614396,37.3,116.65,37.3,11.59391861,12.13549995,20,321.8891602,212.691803,95.81803131,7.967560069,196140,13.06333318,Asia,Asia,Chi: Dezhou,1426.04,10.47779873,3091.13,7.035243511,85.37619781,518,39.77147675,130.8690491,67.2880923
SRR13614397,37.3,116.65,37.3,11.98256227,12.13549995,20,321.8891602,212.691803,95.81803131,7.967560069,196140,13.06333318,Asia,Asia,Chi: Dezhou,1785.11,10.80179726,4046.79,7.035243511,85.37619781,518,39.77147675,130.8690491,67.2880923
SRR13614398,37.3,116.65,37.3,11.74547265,12.13549995,20,321.8891602,212.691803,95.81803131,7.967560069,196140,13.06333318,Asia,Asia,Chi: Dezhou,1820.79,10.83034882,3433.52,7.035243511,85.37619781,518,39.77147675,130.8690491,67.2880923
SRR13614399,37.3,116.65,37.3,11.66617517,12.13549995,20,321.8891602,212.691803,95.81803131,7.967560069,196140,13.06333318,Asia,Asia,Chi: Dezhou,1550.72,10.5987225,3249.89,7.035243511,85.37619781,518,39.77147675,130.8690491,67.2880923
SRR13614400,37.3,116.65,37.3,11.78866124,12.13549995,20,321.8891602,212.691803,95.81803131,7.967560069,196140,13.06333318,Asia,Asia,Chi: Dezhou,1678.35,10.71282789,3537.86,7.035243511,85.37619781,518,39.77147675,130.8690491,67.2880923
SRR13614401,37.3,116.65,37.3,11.59421262,12.13549995,20,321.8891602,212.691803,95.81803131,7.967560069,196140,13.06333318,Asia,Asia,Chi: Dezhou,1469.46,10.52107037,3091.76,7.035243511,85.37619781,518,39.77147675,130.8690491,67.2880923
SRR13614402,37.3,116.65,37.3,11.7075964,12.13549995,20,321.8891602,212.691803,95.81803131,7.967560069,196140,13.06333318,Asia,Asia,Chi: Dezhou,1574.5,10.62067804,3344.55,7.035243511,85.37619781,518,39.77147675,130.8690491,67.2880923
SRR13766241,26.4984,107.426,26.4984,9.863319029,12.88980007,1156,189.75,191.2524516,275.4780172,5.823468781,153052,14.36366679,Asia,Asia,"Chi: Xi Kuang Shan\, Lengshuijiang\, Hun",511.691,8.999129048,931.44,5.448866844,70.23480225,1185,13.10829258,49.75126648,349.3158722
SRR13766242,26.4984,107.425,26.4984,11.37295754,12.88980007,1156,189.75,191.2524516,275.4780172,5.823468781,153052,14.36366679,Asia,Asia,"Chi: Xi Kuang Shan\, Lengshuijiang\, Hun",1081.24,10.07847107,2652.17,5.448866844,70.23480225,1185,13.10829258,49.75126648,349.3158722
SRR13766243,26.4984,107.424,26.4984,11.90631942,12.88980007,1156,189.75,191.2524516,275.4780172,5.823468781,153052,14.36366679,Asia,Asia,"Chi: Xi Kuang Shan\, Lengshuijiang\, Hun",1770.53,10.78996557,3838.48,5.448866844,70.23480225,1185,13.10829258,49.75126648,349.3158722
SRR13766244,26.4984,107.423,26.4984,11.81434614,12.88980007,1156,189.75,186.4269867,269.7981974,5.835444641,153052,14.36366679,Asia,Asia,"Chi: Shi Men\, Changde\, Hun",1133.02,10.14595761,3601.41,5.448866844,70.23480225,1185,13.10829258,49.75126648,324.6360474
SRR13766245,26.4984,107.422,26.4984,12.20209321,12.88980007,1156,189.75,186.4269867,269.7981974,5.835444641,153052,14.36366679,Asia,Asia,"Chi: Shi Men\, Changde\, Hun",2207.6,11.10826308,4711.9,5.448866844,70.23480225,1185,13.10829258,49.75126648,324.6360474
SRR13766247,26.4984,107.421,26.4984,11.77914479,12.88980007,1156,189.75,186.4269867,269.7981974,5.835444641,153052,14.36366679,Asia,Asia,"Chi: Shi Men\, Changde\, Hun",1424.63,10.47637156,3514.6,5.448866844,70.23480225,1185,13.10829258,49.75126648,324.6360474
SRR13766248,26.4984,107.42,26.4984,11.08646136,12.88980007,1156,189.75,186.4269867,269.7981974,5.835444641,153052,14.36366679,Asia,Asia,"Chi: Qing Long\, Guizhou",804.854,9.652583293,2174.49,5.448866844,70.23480225,1185,13.10829258,49.75126648,324.6360474
SRR13766249,26.4984,107.419,26.4984,11.78873057,12.88980007,1156,189.75,186.4269867,269.7981974,5.835444641,153052,14.36366679,Asia,Asia,"Chi: Qing Long\, Guizhou",1477.93,10.52936222,3538.03,5.448866844,70.23480225,1185,13.10829258,49.75126648,324.6360474
SRR13766250,26.4984,107.418,26.4984,10.96494006,12.88980007,1156,189.75,186.4269867,269.7981974,5.835444641,153052,14.36366679,Asia,Asia,"Chi: Qing Long\, Guizhou",1174.72,10.19810121,1998.83,5.448866844,70.23480225,1185,13.10829258,49.75126648,324.6360474
SRR13766251,26.4984,107.417,26.4984,11.72470995,12.88980007,1156,189.75,186.4269867,269.7981974,5.835444641,153052,14.36366679,Asia,Asia,"Chi: Fu Quan\, Guizhou",926.914,9.85629168,3384.46,5.448866844,70.23480225,1185,13.10829258,49.75126648,324.6360474
SRR13766252,26.4984,107.416,26.4984,10.38844788,12.88980007,1179,189.75,186.4269867,269.7981974,5.835444641,153073,14.24833333,Asia,Asia,"Chi: Fu Quan\, Guizhou",520.708,9.024330762,1340.4,5.448866844,70.23480225,1181,13.10829258,49.75126648,324.6360474
SRR13766253,26.4984,107.415,26.4984,10.00604551,12.88980007,1179,189.75,186.4269867,269.7981974,5.835444641,153073,14.24833333,Asia,Asia,"Chi: Fu Quan\, Guizhou",435.487,8.766485842,1028.3,5.448866844,70.23480225,1181,13.10829258,49.75126648,324.6360474
SRR13766273,26.4984,107.433,26.4984,11.19945151,12.88980007,1156,189.75,194.5810343,272.1541239,5.87560641,153052,14.36366679,Asia,Asia,"Chi: Lan Mu Chang\, Guizhou",778.145,9.603895203,2351.64,5.448866844,70.23480225,1185,13.10829258,49.75126648,356.5437622
SRR13766274,26.4984,107.432,26.4984,11.46093194,12.88980007,1156,189.75,191.2524516,275.4780172,5.823468781,153052,14.36366679,Asia,Asia,"Chi: Lan Mu Chang\, Guizhou",863.628,9.754266208,2818.93,5.448866844,70.23480225,1185,13.10829258,49.75126648,349.3158722
SRR13766276,26.4984,107.431,26.4984,11.08528655,12.88980007,1156,189.75,191.2524516,275.4780172,5.823468781,153052,14.36366679,Asia,Asia,"Chi: Lan Mu Chang\, Guizhou",933.666,9.866762737,2172.72,5.448866844,70.23480225,1185,13.10829258,49.75126648,349.3158722
SRR13766277,26.4984,107.43,26.4984,10.85229541,12.88980007,1156,189.75,191.2524516,275.4780172,5.823468781,153052,14.36366679,Asia,Asia,"Chi: Lan Mu Chang\, Guizhou",666.383,9.380207787,1848.7,5.448866844,70.23480225,1185,13.10829258,49.75126648,349.3158722
SRR13766278,26.4984,107.429,26.4984,10.98232339,12.88980007,1156,189.75,191.2524516,275.4780172,5.823468781,153052,14.36366679,Asia,Asia,"Chi: Lan Mu Chang\, Guizhou",647.447,9.338618288,2023.06,5.448866844,70.23480225,1185,13.10829258,49.75126648,349.3158722
SRR13766279,26.4984,107.428,26.4984,11.78621244,12.88980007,1156,189.75,191.2524516,275.4780172,5.823468781,153052,14.36366679,Asia,Asia,"Chi: Lan Mu Chang\, Guizhou",1221.8,10.25479243,3531.86,5.448866844,70.23480225,1185,13.10829258,49.75126648,349.3158722
SRR13766281,26.4984,107.427,26.4984,11.16808916,12.88980007,1156,189.75,191.2524516,275.4780172,5.823468781,153052,14.36366679,Asia,Asia,"Chi: Lan Mu Chang\, Guizhou",576.796,9.171917349,2301.07,5.448866844,70.23480225,1185,13.10829258,49.75126648,349.3158722
SRR14267048,39.96,116.39,39.96,12.02256201,15.15040016,51,111.9659653,,,,179134,12.34266663,Asia,Asia,Chi: Beijing,1653.55,10.69135096,4160.56,5.462621689,82.7609024,547,8.115611076,27.76985931,
SRR14267049,39.96,116.38,39.96,12.10200521,15.15040016,51,111.9659653,,,,179134,12.34266663,Asia,Asia,Chi: Beijing,1507.21,10.55766473,4396.09,5.462621689,82.7609024,547,8.115611076,27.76985931,
SRR14267050,39.96,116.37,39.96,11.99131988,15.15040016,55,111.9659653,,,,177949,12.37966673,Asia,Asia,Chi: Beijing,1561.92,10.60910485,4071.43,5.462621689,82.7609024,562,8.115611076,27.76985931,
SRR14267051,39.96,116.36,39.96,11.85986475,15.15040016,55,111.9659653,,,,177949,12.37966673,Asia,Asia,Chi: Beijing,1573.75,10.61999066,3716.85,5.462621689,82.7609024,562,8.115611076,27.76985931,
SRR14267052,39.96,116.35,39.96,11.86504887,15.15040016,55,111.9659653,,,,177949,12.37966673,Asia,Asia,Chi: Beijing,1513,10.56319627,3730.23,5.462621689,82.7609024,562,8.115611076,27.76985931,
SRR14267053,39.96,116.34,39.96,12.24900676,15.15040016,55,111.9659653,,,,177949,12.37966673,Asia,Asia,Chi: Beijing,1615.13,10.65743458,4867.64,5.462621689,82.7609024,562,8.115611076,27.76985931,
SRR14267054,39.96,116.33,39.96,12.14241663,15.15040016,56,111.9659653,,,,177872,12.35700008,Asia,Asia,Chi: Beijing,1624.98,10.66620625,4520.97,5.462621689,82.7609024,559,8.115611076,27.76985931,
SRR14267055,39.96,116.53,39.96,11.95797987,12.82619953,35,321.8891602,,,,178701,12.21500006,Asia,Asia,Chi: Beijing,1703.63,10.73439632,3978.42,5.332164288,68.3914032,554,39.77147675,130.8690491,
SRR14267056,39.96,116.52,39.96,11.98355657,12.82619953,35,321.8891602,,,,178701,12.21500006,Asia,Asia,Chi: Beijing,1690.52,10.72325137,4049.58,5.332164288,68.3914032,554,39.77147675,130.8690491,
SRR14267057,39.96,116.51,39.96,11.78985557,12.82619953,35,321.8891602,,,,178701,12.21500006,Asia,Asia,Chi: Beijing,1498.15,10.54896636,3540.79,5.332164288,68.3914032,554,39.77147675,130.8690491,
SRR14267058,39.96,116.5,39.96,12.08856963,12.82619953,35,321.8891602,,,,178701,12.21500006,Asia,Asia,Chi: Beijing,1728.04,10.7549209,4355.34,5.332164288,68.3914032,554,39.77147675,130.8690491,
SRR14267059,39.96,116.32,39.96,12.04170364,15.15040016,56,111.9659653,,,,177872,12.35700008,Asia,Asia,Chi: Beijing,1686.26,10.71961128,4216.13,5.462621689,82.7609024,559,8.115611076,27.76985931,
SRR14267060,39.96,116.49,39.96,12.14286332,15.15040016,41,111.9659653,,,,178063,12.29733339,Asia,Asia,Chi: Beijing,1675.19,10.71010902,4522.37,5.462621689,82.7609024,556,8.115611076,27.76985931,
SRR14267061,39.96,116.48,39.96,11.889964,15.15040016,41,111.9659653,,,,178063,12.29733339,Asia,Asia,Chi: Beijing,1666.36,10.7024844,3795.21,5.462621689,82.7609024,556,8.115611076,27.76985931,
SRR14267062,39.96,116.47,39.96,11.86397328,15.15040016,41,111.9659653,,,,178063,12.29733339,Asia,Asia,Chi: Beijing,1620.37,10.66210756,3727.45,5.462621689,82.7609024,556,8.115611076,27.76985931,
SRR14267063,39.96,116.46,39.96,12.00506659,15.15040016,41,111.9659653,,,,178063,12.29733339,Asia,Asia,Chi: Beijing,1669.4,10.70511396,4110.41,5.462621689,82.7609024,556,8.115611076,27.76985931,
SRR14267064,39.96,116.45,39.96,12.08772139,15.15040016,45,111.9659653,,,,178475,12.33966647,Asia,Asia,Chi: Beijing,1685.59,10.71903794,4352.78,5.462621689,82.7609024,553,8.115611076,27.76985931,
SRR14267065,39.96,116.44,39.96,11.81257443,15.15040016,45,111.9659653,,,,178475,12.33966647,Asia,Asia,Chi: Beijing,1506.71,10.55718605,3596.99,5.462621689,82.7609024,553,8.115611076,27.76985931,
SRR14267066,39.96,116.43,39.96,11.73639347,15.15040016,45,111.9659653,,,,178475,12.33966647,Asia,Asia,Chi: Beijing,1458.25,10.51002236,3411.98,5.462621689,82.7609024,553,8.115611076,27.76985931,
SRR14267067,39.96,116.42,39.96,12.01338549,15.15040016,45,111.9659653,,,,178475,12.33966647,Asia,Asia,Chi: Beijing,1614.56,10.65692534,4134.18,5.462621689,82.7609024,553,8.115611076,27.76985931,
SRR14267068,39.96,116.41,39.96,12.01771317,15.15040016,51,111.9659653,,,,179134,12.34266663,Asia,Asia,Chi: Beijing,1597.02,10.64116666,4146.6,5.462621689,82.7609024,547,8.115611076,27.76985931,
SRR14267069,39.96,116.4,39.96,12.15649079,15.15040016,51,111.9659653,,,,179134,12.34266663,Asia,Asia,Chi: Beijing,1648.1,10.68658807,4565.29,5.462621689,82.7609024,547,8.115611076,27.76985931,
SRR14267070,39.96,116.31,39.96,11.91532295,15.15040016,56,111.9659653,,,,177872,12.35700008,Asia,Asia,Chi: Beijing,1515.79,10.56585418,3862.51,5.462621689,82.7609024,559,8.115611076,27.76985931,
SRR14267071,39.96,116.3,39.96,11.93737014,15.15040016,56,111.9659653,,,,177872,12.35700008,Asia,Asia,Chi: Beijing,1646.53,10.68521308,3921.99,5.462621689,82.7609024,559,8.115611076,27.76985931,
SRR14301298,43.01,-81.2,43.01,12.87883644,8.232110023,271,297.1404114,236,462.3333333,6.866666667,152876,7.888333393,North America,North America,Cada,7048.86,12.78317424,7532.1,10.15124893,83.56620026,1001,21.5375824,73.69692993,369.6666667
SRR14301299,43.01,-81.2,43.01,12.64617391,8.232110023,271,297.1404114,236,462.3333333,6.866666667,152876,7.888333393,North America,North America,Cada,5466.87,12.41649935,6410.29,10.15124893,83.56620026,1001,21.5375824,73.69692993,369.6666667
SRR14301300,43.01,-81.2,43.01,9.890370689,8.232110023,271,297.1404114,236,462.3333333,6.866666667,152876,7.888333393,North America,North America,Cada,1355.37,10.40447103,949.07,10.15124893,83.56620026,1001,21.5375824,73.69692993,369.6666667
SRR14301301,43.01,-81.2,43.01,12.69533488,8.232110023,271,297.1404114,236,462.3333333,6.866666667,152876,7.888333393,North America,North America,Cada,5825.8,12.50824046,6632.49,10.15124893,83.56620026,1001,21.5375824,73.69692993,369.6666667
SRR14301302,43.01,-81.2,43.01,12.76438854,8.232110023,271,297.1404114,236,462.3333333,6.866666667,152876,7.888333393,North America,North America,Cada,6447.69,12.65456667,6957.67,10.15124893,83.56620026,1001,21.5375824,73.69692993,369.6666667
SRR14301303,43.01,-81.2,43.01,12.25539746,8.232110023,271,297.1404114,236,462.3333333,6.866666667,152876,7.888333393,North America,North America,Cada,4232.35,12.04724322,4889.25,10.15124893,83.56620026,1001,21.5375824,73.69692993,369.6666667
SRR14301304,43.01,-81.2,43.01,11.79935448,8.232110023,271,297.1404114,236,462.3333333,6.866666667,152876,7.888333393,North America,North America,Cada,3069.42,11.58375035,3564.18,10.15124893,83.56620026,1001,21.5375824,73.69692993,369.6666667
SRR14301305,43.01,-81.2,43.01,12.0377597,8.232110023,271,297.1404114,236,462.3333333,6.866666667,152876,7.888333393,North America,North America,Cada,3978.33,11.95794724,4204.62,10.15124893,83.56620026,1001,21.5375824,73.69692993,369.6666667
SRR14301306,43.01,-81.2,43.01,12.83425376,8.232110023,271,297.1404114,236,462.3333333,6.866666667,152876,7.888333393,North America,North America,Cada,5569.68,12.44337873,7302.9,10.15124893,83.56620026,1001,21.5375824,73.69692993,369.6666667
SRR14301307,43.01,-81.2,43.01,11.9967877,8.232110023,271,297.1404114,236,462.3333333,6.866666667,152876,7.888333393,North America,North America,Cada,3990,11.96217303,4086.89,10.15124893,83.56620026,1001,21.5375824,73.69692993,369.6666667
SRR14301308,43.01,-81.2,43.01,10.42803558,8.232110023,271,297.1404114,236,462.3333333,6.866666667,152876,7.888333393,North America,North America,Cada,1677.79,10.71234644,1377.69,10.15124893,83.56620026,1001,21.5375824,73.69692993,369.6666667
SRR14301315,43.01,-81.2,43.01,12.31298786,8.232110023,271,297.1404114,236,462.3333333,6.866666667,152876,7.888333393,North America,North America,Cada,5444.66,12.41062625,5088.37,10.15124893,83.56620026,1001,21.5375824,73.69692993,369.6666667
SRR14301316,43.01,-81.2,43.01,10.54206454,8.232110023,271,297.1404114,236,462.3333333,6.866666667,152876,7.888333393,North America,North America,Cada,1549.57,10.59765221,1491,10.15124893,83.56620026,1001,21.5375824,73.69692993,369.6666667
SRR14301317,43.01,-81.2,43.01,11.29431633,8.232110023,271,297.1404114,236,462.3333333,6.866666667,152876,7.888333393,North America,North America,Cada,1852.28,10.85508648,2511.47,10.15124893,83.56620026,1001,21.5375824,73.69692993,369.6666667
SRR14301318,43.01,-81.2,43.01,11.76554303,8.232110023,271,297.1404114,236,462.3333333,6.866666667,152876,7.888333393,North America,North America,Cada,2612.74,11.35134785,3481.62,10.15124893,83.56620026,1001,21.5375824,73.69692993,369.6666667
SRR14301319,43.01,-81.2,43.01,11.93424004,8.232110023,271,297.1404114,236,462.3333333,6.866666667,152876,7.888333393,North America,North America,Cada,3743.09,11.87001402,3913.49,10.15124893,83.56620026,1001,21.5375824,73.69692993,369.6666667
SRR14301320,43.01,-81.2,43.01,11.39279502,8.232110023,271,297.1404114,236,462.3333333,6.866666667,152876,7.888333393,North America,North America,Cada,2833.31,11.46827274,2688.89,10.15124893,83.56620026,1001,21.5375824,73.69692993,369.6666667
SRR14301321,43.01,-81.2,43.01,12.51279477,8.232110023,271,297.1404114,236,462.3333333,6.866666667,152876,7.888333393,North America,North America,Cada,5415.94,12.40299604,5844.22,10.15124893,83.56620026,1001,21.5375824,73.69692993,369.6666667
SRR14301322,43.01,-81.2,43.01,11.95394178,8.232110023,271,297.1404114,236,462.3333333,6.866666667,152876,7.888333393,North America,North America,Cada,3429.56,11.74380778,3967.3,10.15124893,83.56620026,1001,21.5375824,73.69692993,369.6666667
SRR14301323,43.01,-81.2,43.01,11.63033539,8.232110023,271,297.1404114,236,462.3333333,6.866666667,152876,7.888333393,North America,North America,Cada,2993.43,11.54758382,3170.15,10.15124893,83.56620026,1001,21.5375824,73.69692993,369.6666667
SRR14301324,43.01,-81.2,43.01,12.59128624,8.232110023,271,297.1404114,236,462.3333333,6.866666667,152876,7.888333393,North America,North America,Cada,5475.4,12.41874865,6170.99,10.15124893,83.56620026,1001,21.5375824,73.69692993,369.6666667
SRR14320320,37.3,118.62,37.3,11.25910768,11.17949963,2,321.8891602,223.9164785,109.4259466,7.906712087,191889,13.43899974,Asia,Asia,Chi: Dongying,1874.97,10.8726518,2450.92,7.419616699,82.94760132,618,39.77147675,130.8690491,73.97861226
SRR14320321,37.3,118.62,37.3,11.38443841,11.17949963,2,321.8891602,223.9164785,109.4259466,7.906712087,191889,13.43899974,Asia,Asia,Chi: Dongying,1517.92,10.56788004,2673.36,7.419616699,82.94760132,618,39.77147675,130.8690491,73.97861226
SRR14320322,37.3,118.62,37.3,11.51325879,11.17949963,2,321.8891602,223.9164785,109.4259466,7.906712087,191889,13.43899974,Asia,Asia,Chi: Dongying,1464.53,10.51622203,2923.05,7.419616699,82.94760132,618,39.77147675,130.8690491,73.97861226
SRR14320323,37.3,118.62,37.3,11.62352031,11.17949963,2,321.8891602,223.9164785,109.4259466,7.906712087,191889,13.43899974,Asia,Asia,Chi: Dongying,1361.73,10.41122496,3155.21,7.419616699,82.94760132,618,39.77147675,130.8690491,73.97861226
SRR14320324,37.3,118.62,37.3,11.43233832,11.17949963,2,321.8891602,223.9164785,109.4259466,7.906712087,191889,13.43899974,Asia,Asia,Chi: Dongying,1921.18,10.90777698,2763.61,7.419616699,82.94760132,618,39.77147675,130.8690491,73.97861226
SRR14320325,37.3,118.62,37.3,11.82064569,11.17949963,2,321.8891602,223.9164785,109.4259466,7.906712087,191889,13.43899974,Asia,Asia,Chi: Dongying,1924.14,10.90999806,3617.17,7.419616699,82.94760132,618,39.77147675,130.8690491,73.97861226
SRR14320326,37.3,118.62,37.3,11.14785361,11.17949963,2,321.8891602,223.9164785,109.4259466,7.906712087,191889,13.43899974,Asia,Asia,Chi: Dongying,1862.19,10.86278456,2269.02,7.419616699,82.94760132,618,39.77147675,130.8690491,73.97861226
SRR14320327,37.3,118.62,37.3,11.54867262,11.17949963,2,321.8891602,223.9164785,109.4259466,7.906712087,191889,13.43899974,Asia,Asia,Chi: Dongying,1454.2,10.50600999,2995.69,7.419616699,82.94760132,618,39.77147675,130.8690491,73.97861226
SRR14320328,37.3,118.62,37.3,11.02324149,11.17949963,2,321.8891602,223.9164785,109.4259466,7.906712087,191889,13.43899974,Asia,Asia,Chi: Dongying,1759.82,10.78121216,2081.26,7.419616699,82.94760132,618,39.77147675,130.8690491,73.97861226
SRR14320329,37.3,118.62,37.3,10.97121302,11.17949963,2,321.8891602,223.9164785,109.4259466,7.906712087,191889,13.43899974,Asia,Asia,Chi: Dongying,1710.89,10.74053129,2007.54,7.419616699,82.94760132,618,39.77147675,130.8690491,73.97861226
SRR14320330,37.3,118.62,37.3,11.13841901,11.17949963,2,321.8891602,223.9164785,109.4259466,7.906712087,191889,13.43899974,Asia,Asia,Chi: Dongying,1403.59,10.45490586,2254.23,7.419616699,82.94760132,618,39.77147675,130.8690491,73.97861226
SRR14320331,37.3,118.62,37.3,11.19551985,11.17949963,2,321.8891602,223.9164785,109.4259466,7.906712087,191889,13.43899974,Asia,Asia,Chi: Dongying,1479.13,10.53053314,2345.24,7.419616699,82.94760132,618,39.77147675,130.8690491,73.97861226
SRR14509065,38.535556,-121.772778,38.535556,11.34883879,18.73380089,16,321.8891602,251.3902893,162.1124369,6.962254588,201981,16.01466668,North America,North America,USA: California,339.26,8.406247531,2608.2,5.82097578,109.0490036,491,34.7212944,49.01543808,179.8976847
SRR14509066,38.535556,-121.772778,38.535556,9.294620749,18.73380089,16,321.8891602,251.3902893,162.1124369,6.962254588,201981,16.01466668,North America,North America,USA: California,198.233,7.631053339,628,5.82097578,109.0490036,491,34.7212944,49.01543808,179.8976847
SRR14509067,38.535556,-121.772778,38.535556,13.92100966,18.73380089,16,321.8891602,251.3902893,162.1124369,6.962254588,201981,16.01466668,North America,North America,USA: California,890.396,9.798303301,15511.06,5.82097578,109.0490036,491,34.7212944,49.01543808,179.8976847
SRR14509068,38.535556,-121.772778,38.535556,11.50726939,18.73380089,16,321.8891602,251.3902893,162.1124369,6.962254588,201981,16.01466668,North America,North America,USA: California,448.672,8.809517343,2910.94,5.82097578,109.0490036,491,34.7212944,49.01543808,179.8976847
SRR14509069,38.535556,-121.772778,38.535556,12.28343278,18.73380089,16,321.8891602,251.3902893,162.1124369,6.962254588,201981,16.01466668,North America,North America,USA: California,442.719,8.79024748,4985.19,5.82097578,109.0490036,491,34.7212944,49.01543808,179.8976847
SRR14509070,38.535556,-121.772778,38.535556,11.40770327,18.73380089,16,321.8891602,251.3902893,162.1124369,6.962254588,201981,16.01466668,North America,North America,USA: California,333.308,8.380712135,2716.82,5.82097578,109.0490036,491,34.7212944,49.01543808,179.8976847
SRR14509071,38.535556,-121.772778,38.535556,10.16080425,18.73380089,16,321.8891602,251.3902893,162.1124369,6.962254588,201981,16.01466668,North America,North America,USA: California,327.217,8.354103893,1144.74,5.82097578,109.0490036,491,34.7212944,49.01543808,179.8976847
SRR14509072,38.535556,-121.772778,38.535556,13.46245243,18.73380089,16,321.8891602,251.3902893,162.1124369,6.962254588,201981,16.01466668,North America,North America,USA: California,880.8,9.782670659,11287.61,5.82097578,109.0490036,491,34.7212944,49.01543808,179.8976847
SRR14555685,45.683333,126.633333,45.683333,11.36214657,16.9204998,158,321.8891602,,,,161431,4.516666651,Asia,Asia,"Chi:Harbin\,Heilongjiang Province",930.9,9.862482387,2632.37,8.189296722,138.5670013,531,39.77147675,130.8690491,
SRR14555686,45.683333,126.633333,45.683333,11.63783391,16.9204998,158,321.8891602,,,,161431,4.516666651,Asia,Asia,"Chi:Harbin\,Heilongjiang Province",1079.69,10.07640143,3186.67,8.189296722,138.5670013,531,39.77147675,130.8690491,
SRR14555687,45.683333,126.633333,45.683333,12.4362821,16.9204998,158,321.8891602,,,,161431,4.516666651,Asia,Asia,"Chi:Harbin\,Heilongjiang Province",1529.42,10.57876893,5542.35,8.189296722,138.5670013,531,39.77147675,130.8690491,
SRR14555688,45.683333,126.633333,45.683333,12.41171223,16.9204998,158,321.8891602,,,,161431,4.516666651,Asia,Asia,"Chi:Harbin\,Heilongjiang Province",1463.23,10.51494084,5448.76,8.189296722,138.5670013,531,39.77147675,130.8690491,
SRR14555689,45.683333,126.633333,45.683333,11.40811741,16.9204998,158,321.8891602,,,,161431,4.516666651,Asia,Asia,"Chi:Harbin\,Heilongjiang Province",944.147,9.882867689,2717.6,8.189296722,138.5670013,531,39.77147675,130.8690491,
SRR14555690,45.683333,126.633333,45.683333,12.43764805,16.9204998,158,321.8891602,,,,161431,4.516666651,Asia,Asia,"Chi:Harbin\,Heilongjiang Province",1519.67,10.56954236,5547.6,8.189296722,138.5670013,531,39.77147675,130.8690491,
SRR14555691,45.683333,126.633333,45.683333,12.63993078,16.9204998,158,321.8891602,,,,161431,4.516666651,Asia,Asia,"Chi:Harbin\,Heilongjiang Province",1750.28,10.77337002,6382.61,8.189296722,138.5670013,531,39.77147675,130.8690491,
SRR14555692,45.683333,126.633333,45.683333,12.38204305,16.9204998,158,321.8891602,,,,161431,4.516666651,Asia,Asia,"Chi:Harbin\,Heilongjiang Province",1504.99,10.55553819,5337.85,8.189296722,138.5670013,531,39.77147675,130.8690491,
SRR14555693,45.683333,126.633333,45.683333,12.28639315,16.9204998,158,321.8891602,,,,161431,4.516666651,Asia,Asia,"Chi:Harbin\,Heilongjiang Province",1287.8,10.33069284,4995.43,8.189296722,138.5670013,531,39.77147675,130.8690491,
SRR14555694,45.683333,126.633333,45.683333,12.23625342,16.9204998,158,321.8891602,,,,161431,4.516666651,Asia,Asia,"Chi:Harbin\,Heilongjiang Province",1358.04,10.40731026,4824.8,8.189296722,138.5670013,531,39.77147675,130.8690491,
SRR14555695,45.683333,126.633333,45.683333,12.26405255,16.9204998,158,321.8891602,,,,161431,4.516666651,Asia,Asia,"Chi:Harbin\,Heilongjiang Province",1412.95,10.4644947,4918.67,8.189296722,138.5670013,531,39.77147675,130.8690491,
