0Run,Latitude,Longitude,ABS_latit,log2sum_RPKM,salinity,phosphate,density,nitrate,Depth,oxygen_sensor,temperature,O2sat,conductivity,AOU,silicate,Present.Surface.Calcite.Mean.BOv2_2,Present.Surface.Chlorophyll.Mean,Present.Surface.Iron.Mean,Present.Surface.Par.Mean.BOv2_2,Present.Surface.pH.BOv2_2,Present.Surface.Phytoplankton.Mean,Present.Surface.Primary.productivity.Mean,geo_loc_name4,geo_loc_name5,log2_RPKM_16S,sum-RPKM
ERR1701760,18.5839,66.4727,18.5839,11.71416823,36.332317,0.361784577,23.87038994,0.66898495,25,192.95875,26.812225,103.0764847,5.804698944,-3.734582186,2.527582169,0.000143,0.064069,0.001131,45.36800003,8.126999855,0.861865,0.001583,Indian,Indian,9.64679269,3359.82
ERR1726522,-8.8984,-140.3089,8.8984,6.477029653,35.35772,0.453641057,22.92733002,2.707389116,5,189.8109,26.63952,101.7127457,5.673101425,-2.926371574,0.816358089,0.00012,0.201671,1.90E-05,47.80699921,8.180999756,1.585584,0.009844,Pacific,Pacific,10.32577766,89.08
ERR1726523,14.2075,-116.6468,14.2075,11.11350777,34.15169907,0.271009654,22.73415565,1.006769538,40,205.7971802,25.53441048,100.3492203,5.238996983,0.684511662,2.273959637,6.20E-05,0.133957,1.00E-05,44.0019989,8.204999924,1.41831,0.004379,Pacific,Pacific,9.794831718,2215.64
ERR1726524,-34.0614,-73.1066,34.0614,5.307428525,34.295417,0.551522434,25.32974052,4.276550293,5,244.861667,18.014508,96.8755188,4.163738728,5.314378738,3.338075399,0.000367,0.65957,0.000137,38.64699936,8.199000359,3.597974,0.020278,Pacific,Pacific,4.861508794,39.6
ERR1726525,-0.0141,-84.5899,0.0141,7.550900665,34.529983,0.561108768,23.0057373,4.395514965,5,194.110583,25.504283,95.77776337,5.161930084,9.664916039,4.573318958,0.000226,0.224708,2.70E-05,42.42499924,8.12100029,1.670586,0.012456,Pacific,Pacific,7.777971963,187.52
ERR1726527,-12.9723,-96.0122,12.9723,11.71591481,35.544655,0.635758281,24.85055542,4.041356087,50,216.790338,20.649431,103.3529434,5.133258343,-2.600221634,2.40996623,0.000122,0.199239,1.80E-05,45.45500183,8.217000008,1.530415,0.007536,Pacific,Pacific,10.52633295,3363.89
ERR1726528,-1.9778,-84.5992,1.9778,6.316688823,35.0193,0.6536569,23.42367554,5.492343426,5,190.816333,23.8683,94.80148315,5.119395733,11.69071865,5.359415054,0.000308,0.246058,3.90E-05,44.41600037,8.149000168,1.724062,0.013832,Pacific,Pacific,9.268642582,79.71
ERR1726530,-44.5838,-52.1952,44.5838,5.986410935,34.73375,0.680555046,26.46169281,8.272598267,35,257.182417,13.351458,101.6830521,4.023513794,-2.812282324,2.8369627,0.000222,0.360499,8.30E-05,30.59600067,8.097999573,1.665463,0.007541,Atlantic,Atlantic,6.977314273,63.4
ERR1726531,-2.0409,72.1645,2.0409,5.793375711,34.91215,0.20522964,22.09870911,0.167492151,5,187.574167,30.202058,101.5146103,5.740161896,-2.925046682,6.461676121,6.00E-05,0.07616,5.20E-05,46.43199921,8.215999603,0.836449,0.001897,Indian,Indian,5.899035415,55.46
ERR1726532,44.0852,-16.5645,44.0852,4.710393192,35.73488998,0.216682136,26.62136841,2.375272989,25,252.3941803,14.99050045,102.3142471,4.42107296,-4.026683331,1.342984319,0.000149,0.292772,6.30E-05,29.70599937,8.237000465,1.69765,0.0066,Atlantic,Atlantic,3.071647702,26.18
ERR1726533,-9.1504,-140.5216,9.1504,7.401818163,35.396729,0.416282028,22.93325806,2.092002869,5,190.724,26.518986,102.3519516,5.706571579,-3.929368258,0.674449444,0.000102,0.186371,1.30E-05,49.95999908,8.182999611,1.520901,0.00837,Pacific,Pacific,8.130730138,169.11
ERR1726534,31.8103,-64.1348,31.8103,9.169273638,36.596858,0.092169642,24.97843361,0.118783981,5,213.557667,20.490883,102.6262207,5.393187046,-5.062680721,0.801867485,7.70E-05,0.188145,0.00046,38.0909996,8.215000153,1.071128,0.004129,Atlantic,Atlantic,8.198778971,575.74
ERR1726535,-23.2811,-129.3947,23.2811,6.603626345,36.453917,0.160809174,24.22032928,0.090609811,5,202.174583,24.237467,101.5123901,5.455961227,-3.048223495,1.03963697,8.60E-05,0.023497,6.00E-06,41.375,8.206999779,0.380772,0.000138,Pacific,Pacific,5.564244015,97.25
ERR1726536,6.4946,-95.0463,6.4946,6.045049741,33.184517,0.326351762,21.4917984,1.150560141,5,200.196333,26.248692,100.4458084,5.372105122,0.063743912,2.577075005,0.000112,0.188292,1.50E-05,41.40299988,8.213000298,1.57487,0.009263,Pacific,Pacific,5.465494574,66.03
ERR1726537,23.4183,37.245,23.4183,4.593951284,40.18085,0.090285219,27.80267525,1.344262123,80,182.326,26.184,91.58469391,5.913757324,17.34900093,2.943841934,7.30E-05,0.072721,0.001399,46.19499969,8.154999733,0.925525,0.002189,Indian,Indian,3.969574167,24.15
ERR1726538,4.6595,73.4888,4.6595,5.488322191,34.496083,0.220061615,22.11663055,0.186811328,5,190.404333,29.961808,100.1714478,5.746825695,-0.228756249,5.232497692,0.001908,0.09048,0.000396,46.00600052,8.19699955,0.944879,0.003143,Indian,Indian,5.454353586,44.89
ERR1726539,6.8156,-153.1026,6.8156,0.704871964,34.830326,0.419246674,23.48703766,2.114405155,80,172.34331,27.655167,93.56180573,5.315458775,14.2454834,2.875569582,0.000115,0.155615,9.00E-06,40.85599899,8.218999863,1.310314,0.005657,Pacific,Pacific,4.438000024,1.63
ERR1726540,39.8386,17.4155,39.8386,6.934280594,37.759667,,,,5,220.927083,17.041483,,,,,0.000133,0.066336,0.002324,36.07300186,8.258000374,0.718454,0.000643,Atlantic,Atlantic,6.605790618,122.3
ERR1726541,-25.8073,-111.7364,25.8073,9.867633963,36.402683,0.15434365,24.7719593,0.069538303,5,200.538167,25.14875,100.9158325,5.287964344,-1.923746943,0.723947585,0.000131,0.021166,5.00E-06,42.11399841,8.208000183,0.345425,0.000105,Pacific,Pacific,7.955434867,934.23
ERR1726542,36.5533,-6.5669,36.5533,8.844705764,36.6324,0.179321051,26.08970833,2.022510767,5,236.7456055,20.5251,102.162468,4.86169672,-4.836668491,1.062701821,0.001437,0.431111,0.001779,39.58499908,8.093000412,2.560217,0.013609,Atlantic,Atlantic,7.964069344,459.75
ERR1726543,-31.409,-93.9464,31.409,7.148730779,34.940925,0.256795436,24.86640167,0.670273125,5,211.178,22.437683,101.5485458,4.741144657,-3.209156752,0.5052948,6.50E-05,0.047125,5.00E-06,39.16999817,8.208999634,0.557991,0.000406,Pacific,Pacific,6.835204063,141.9
ERR1726544,-23.1571,-135.0182,23.1571,5.935695463,36.47365,0.152080938,24.07024384,0.081139266,5,197.42125,23.790517,102.125206,5.457904816,-4.109619617,1.277537704,0.000761,0.03153,6.20E-05,40.11000061,8.213000298,0.50143,0.000343,Pacific,Pacific,7.613126427,61.21
ERR1726545,43.7056,-16.8794,43.7056,6.560867774,35.77770996,0.192979038,26.57166481,2.027264833,25,251.5613861,15.36139011,102.5980606,4.464678288,-4.671307087,1.284365177,0.000113,0.277999,5.90E-05,30.04299927,8.237000465,1.649994,0.006387,Atlantic,Atlantic,5.977366941,94.41
ERR1726546,39.814,17.4138,39.814,8.092704294,37.885492,,,,5,221.749417,17.476925,,,,,0.000126,0.065699,0.002292,36.2120018,8.255999565,0.714069,0.000635,Atlantic,Atlantic,7.765422031,272.99
ERR1726547,39.194,-70.0499,39.194,6.74899785,35.1468,0.336748689,24.91948509,1.673291564,5,235.065833,14.07945,102.3481064,4.396682739,-2.845953226,1.708996773,0.000154,0.691985,0.000663,31.03100014,8.222000122,2.454248,0.012379,Atlantic,Atlantic,9.085581338,107.56
ERR1726548,34.8217,-71.21,34.8217,7.259649121,36.542667,0.109213024,24.83328819,0.355369776,5,213.802,19.435458,101.315094,5.366938114,-3.174969912,1.089424491,1.00E-04,0.397536,0.000559,34.08399963,8.244999886,1.506285,0.007466,Atlantic,Atlantic,8.130416118,153.24
ERR1726549,17.5294,67.9576,17.5294,11.15263343,36.2209,0.324256182,23.58140373,0.46043694,5,190.3235,27.53495,102.4299088,5.839004993,-3.803917646,2.522950411,7.80E-05,0.065269,0.001209,45.73899841,8.109999657,0.874198,0.001713,Indian,Indian,9.998900653,2276.55
ERR1726551,35.8777,-37.1969,35.8777,8.800188081,36.302845,0.052911773,26.13910675,0.22864686,40,228.9035,17.5204,104.5364151,4.955735683,-6.665924549,1.371704459,8.70E-05,0.090268,0.00015,37.25600052,8.23900032,0.761588,0.001676,Atlantic,Atlantic,7.906770366,445.78
ERR1726553,43.6825,-16.8412,43.6825,4.284662185,35.98492,0.181357071,26.40361977,1.810074806,5,242.7569,14.25814,102.8752823,4.495292187,-4.625286579,1.594893098,0.000113,0.277999,5.90E-05,30.04299927,8.237000465,1.649994,0.006387,Atlantic,Atlantic,3.24205215,19.49
ERR1726554,20.8116,63.5128,20.8116,7.353235061,36.545436,0.463792711,24.0313797,1.989783287,20,208.654571,25.268343,102.2107773,5.738241673,-1.861843586,2.775361061,0.000151,0.111471,0.000838,45.25099945,8.123000145,1.007754,0.00433,Indian,Indian,8.731909566,163.51
ERR1726555,35.759,14.2574,35.759,8.545775359,37.89245,0.065220878,26.85934258,0.793779552,5,207.791417,21.4395,100.9644547,5.214118958,-1.539087176,1.752075076,8.30E-05,0.057036,0.001914,39.25299835,8.213000298,0.671935,0.000643,Atlantic,Atlantic,7.57169956,373.71
ERR1726556,-8.9971,-139.1963,8.9971,10.17101413,35.3662,0.460508674,22.94704247,2.82955265,5,186.2407,26.54413,101.8489914,5.663103104,-2.859830856,0.880899966,7.20E-05,0.174394,1.10E-05,49.59899902,8.178999901,1.481318,0.007309,Pacific,Pacific,9.762744121,1152.87
ERR1726557,39.0862,5.78,39.0862,8.867525861,37.940067,0.107979141,28.39998436,1.342356682,60,239.1857147,15.946067,97.18896484,4.611604214,7.584206104,1.912948966,9.50E-05,0.055808,0.001586,36.76800156,8.208000183,0.652179,0.000488,Atlantic,Atlantic,7.595988436,467.08
ERR1726558,-29.6954,-101.1897,29.6954,4.581351247,35.766117,0.197854832,24.8284626,0.547030687,5,204.13825,23.799133,100.9026871,4.97546339,-1.974887848,0.435799271,9.20E-05,0.025276,5.00E-06,40.59199905,8.208999634,0.368704,0.00011,Pacific,Pacific,6.143546481,23.94
ERR1726560,6.3356,-103.0399,6.3356,7.940225491,34.640929,1.457951546,24.56746864,16.36558914,60,51.297542,18.226263,57.24258041,4.794058323,101.2107239,12.84274578,7.90E-05,0.161371,8.00E-06,41.03099823,8.213000298,1.49303,0.0064,Pacific,Pacific,8.148720612,245.61
ERR1726561,-8.8932,-140.2879,8.8932,4.841973119,35.35772,0.453641057,22.92733002,2.707389116,5,189.8109,26.63952,101.7127457,5.673101425,-2.926371574,0.816358089,0.00012,0.201671,1.90E-05,47.80699921,8.180999756,1.585584,0.009844,Pacific,Pacific,5.9071166,28.68
ERR1726562,0.001,-153.6387,0.001,9.229732108,35.13638,0.504656553,23.01271629,3.788318634,40,176.9409,26.0793,97.98602295,5.550302029,4.231755257,2.814128637,7.10E-05,0.222488,3.80E-05,51.91799927,8.175999641,1.37487,0.012342,Pacific,Pacific,10.12643346,600.38
ERR1726563,2.0218,-84.5652,2.0218,7.96474517,33.46018,1.049681067,24.30001068,12.38885498,40,203.11935,27.61049,61.04376602,4.822842121,91.34674835,8.364027977,0.00016,0.194904,1.60E-05,42.48699951,8.090000153,1.618959,0.010082,Pacific,Pacific,7.986137844,249.82
ERR1726564,-9.1504,-140.5216,9.1504,10.95353444,35.396729,0.416282028,22.93325806,2.092002869,5,190.724,26.518986,102.3519516,5.706571579,-3.929368258,0.674449444,0.000102,0.186371,1.30E-05,49.95999908,8.182999611,1.520901,0.00837,Pacific,Pacific,9.876734869,1983.09
ERR1726566,0.0676,-84.6088,0.0676,5.532628658,34.742129,1.372921467,25.58690453,17.45364571,50,164.034286,23.281707,45.61893082,4.554728985,130.4440765,12.25107479,0.000211,0.224231,2.70E-05,42.34799957,8.119999886,1.669948,0.012421,Pacific,Pacific,5.033334895,46.29
ERR1726567,-16.9601,-100.6335,16.9601,10.33743235,35.97144,0.458970904,24.73265266,1.842710495,5,208.8654,22.76873,102.051796,5.217077732,-4.380287647,1.051954746,9.30E-05,0.15013,7.00E-06,44.93700027,8.215999603,1.402598,0.003758,Pacific,Pacific,9.672349316,1293.83
ERR1726568,23.41,37.2383,23.41,7.770498721,40.178726,0.090285219,27.80267525,1.344262123,80,181.68816,26.140876,91.58469391,5.913757324,17.34900093,2.943841934,7.40E-05,0.072875,0.001398,46.25299835,8.154999733,0.924318,0.002208,Indian,Indian,6.808642468,218.35
ERR1726569,-9.1504,-140.5216,9.1504,11.14197938,35.396729,0.416282028,22.93325806,2.092002869,5,190.724,26.518986,102.3519516,5.706571579,-3.929368258,0.674449444,0.000102,0.186371,1.30E-05,49.95999908,8.182999611,1.520901,0.00837,Pacific,Pacific,10.05505191,2259.8
ERR1726571,-9.1504,-140.5216,9.1504,7.536363792,35.396729,0.416282028,22.93325806,2.092002869,5,190.724,26.518986,102.3519516,5.706571579,-3.929368258,0.674449444,0.000102,0.186371,1.30E-05,49.95999908,8.182999611,1.520901,0.00837,Pacific,Pacific,8.27271842,185.64
ERR1726572,-54.3739,-65.1342,54.3739,10.31104439,32.945667,,,,5,293.312667,7.3549,,,,,0.000197,0.920549,0.000472,31.73200035,8.161999702,3.178349,0.008279,Atlantic,Atlantic,11.34665777,1270.38
ERR1726573,-44.5455,-52.3242,44.5455,7.996558226,34.721193,0.680555046,26.46169281,8.272598267,35,257.677071,13.376321,101.6830521,4.023513794,-2.812282324,2.8369627,0.000222,0.361667,8.30E-05,30.72900009,8.097999573,1.670781,0.007613,Atlantic,Atlantic,8.734187988,255.39
ERR1726574,38.4367,20.1875,38.4367,6.157852169,38.363825,0.087695092,27.55879974,0.184731886,5,214.648333,19.04125,101.0178146,5.310331821,-2.413830519,3.360735655,8.70E-05,0.057703,0.002189,36.83499908,8.244000435,0.691173,0.000601,Atlantic,Atlantic,4.89735177,71.4
ERR1726575,4.6599,73.4856,4.6599,10.41183932,34.496083,0.220061615,22.11663055,0.186811328,5,190.404333,29.961808,100.1714478,5.746825695,-0.228756249,5.232497692,0.001908,0.09048,0.000396,46.00600052,8.19699955,0.944879,0.003143,Indian,Indian,9.908347583,1362.31
ERR1726576,17.0854,-118.8913,17.0854,10.28895833,34.52465,0.25394693,22.80303192,0.657781184,5,201.216,24.52735,100.1105576,5.244629383,0.295237511,1.745901227,6.20E-05,0.077897,4.70E-05,42.11600113,8.19299984,0.939569,0.001711,Pacific,Pacific,9.222915625,1251.08
ERR1726577,0.008,-153.7022,0.008,5.590961241,35.11632,0.481767803,22.78491402,3.592948675,5,180.4918,26.21362,99.68491364,5.570108414,0.536612451,3.12391305,6.80E-05,0.222466,3.80E-05,51.95399857,8.175999641,1.373294,0.012315,Pacific,Pacific,5.462261769,48.2
ERR1726578,18.4917,39.8583,18.4917,6.92314918,38.834904,0.273353159,25.61266899,1.859987855,60,178.256286,27.588632,99.14749146,6.151618481,1.406396031,4.287773609,8.10E-05,0.079746,0.001474,46.23199844,8.104999542,0.974179,0.002959,Indian,Indian,5.645004118,121.36
ERR1726579,-1.9002,-84.6265,1.9002,10.13656824,35.066093,1.404381752,25.71218681,17.74404716,50,144.633667,21.814577,48.48008728,4.545847893,123.6231918,12.20762157,0.000299,0.245867,3.90E-05,44.41199875,8.147999763,1.724266,0.013825,Pacific,Pacific,9.545505101,1125.67
ERR1726580,31.4901,-159.0669,31.4901,6.877253454,35.18785,0.126318529,24.44487953,0.156172633,5,197.853333,25.10765,100.7726974,4.917602062,-1.363200188,3.454494476,5.80E-05,0.079207,1.80E-05,38.76399994,8.229000092,0.828779,0.001056,Pacific,Pacific,6.548288648,117.56
ERR1726581,36.3385,-72.7366,36.3385,6.002252452,36.4108,0.193046212,24.66542625,0.803571165,5,202.47775,22.550758,101.9927368,5.109972954,-3.857137442,1.173014283,0.000126,0.419816,0.000602,31.51799965,8.241999626,1.586104,0.008382,Atlantic,Atlantic,6.285923714,64.1
ERR1726582,17.4814,67.9947,17.4814,9.751125583,36.6427,0.467154741,24.17351723,1.867226958,50,196.183,26.8465,94.48011017,5.708082676,11.97992706,2.930396795,6.10E-05,0.065132,0.001202,45.89500046,8.111000061,0.873613,0.001708,Indian,Indian,8.801006642,861.75
ERR1726583,14.1957,-116.7293,14.1957,8.006522446,34.742099,0.271009654,22.73415565,1.006769538,40,1.622029,12.170624,100.3492203,5.238996983,0.684511662,2.273959637,6.70E-05,0.133361,1.00E-05,43.97800064,8.204999924,1.414182,0.004343,Pacific,Pacific,8.167864685,257.16
ERR1726584,-16.9587,-100.6751,16.9587,10.34730024,35.687249,0.452492088,25.48634148,1.060812235,90,211.54555,19.881449,99.9275589,5.049601078,0.122432016,1.223644853,9.20E-05,0.149832,6.00E-06,44.96900177,8.215999603,1.402359,0.003747,Pacific,Pacific,9.337260626,1302.71
ERR1726585,35.7528,14.2765,35.7528,7.043519494,37.89241,0.067529939,28.24513245,0.172965899,60,237.8893,18.36839,100.4195938,4.778681278,0.150620565,1.325897098,8.30E-05,0.057036,0.001914,39.25299835,8.213000298,0.671935,0.000643,Atlantic,Atlantic,5.853860949,131.92
ERR1726586,-23.1162,-134.9329,23.1162,1.90303827,36.514942,0.152140275,24.09051323,0.087186985,5,203.003667,23.791908,102.1091995,5.460348606,-4.031392574,1.250454783,0.000699,0.03163,6.40E-05,39.99300003,8.213000298,0.502992,0.000347,Pacific,Pacific,1.849759124,3.74
ERR1726587,18.5667,66.522,18.5667,8.216115299,36.285367,0.34228918,23.70596886,0.630116045,5,193.3535,26.81765,102.5378342,5.82374382,-3.740626097,2.781437635,9.70E-05,0.063947,0.001131,45.45800018,8.126000404,0.861532,0.001585,Indian,Indian,8.804853801,297.37
ERR1726588,-12.991,-95.9893,12.991,6.763013132,35.835267,0.653380454,24.36653137,4.626478672,5,200.233917,25.2512,100.1190567,5.230044365,-0.155136392,2.574044228,0.000121,0.199653,1.80E-05,45.49700165,8.217000008,1.530285,0.007569,Pacific,Pacific,8.524804177,108.61
ERR1726589,36.1715,-29.023,36.1715,10.53681058,36.23775,0.082234345,25.81920433,0.341535091,5,232.053333,17.260108,103.942543,4.948987961,-6.976214886,1.184874654,7.20E-05,0.079554,0.000167,37.03300095,8.243000031,0.713227,0.001255,Atlantic,Atlantic,9.911388992,1485.58
ERR1726590,-17.3066,42.2853,17.3066,9.579806182,35.163979,0.339872956,23.79625893,2.186783791,70,185.313143,25.340336,95.41819,5.336433411,8.739470482,3.846936941,8.20E-05,0.078468,0.000344,46.42900085,8.211999893,0.909435,0.0024,Indian,Indian,7.840054035,765.26
ERR1726591,17.4814,67.9947,17.4814,9.961710137,36.6427,0.467154741,24.17351723,1.867226958,50,196.183,26.8465,94.48011017,5.708082676,11.97992706,2.930396795,6.10E-05,0.065132,0.001202,45.89500046,8.111000061,0.873613,0.001708,Indian,Indian,8.919679738,997.18
ERR1726592,-23.2318,-134.9279,23.2318,5.992994967,36.5031,0.152140275,24.09051323,0.087186985,5,198.257083,24.118008,102.1091995,5.460348606,-4.031392574,1.250454783,0.000366,0.031432,5.50E-05,40.48300171,8.213000298,0.500399,0.000327,Pacific,Pacific,7.576612833,63.69
ERR1726593,-28.1237,-107.5498,28.1237,4.17951105,36.165092,0.170191988,24.86476898,0.258482844,5,201.043333,24.753092,100.8763199,5.084875584,-1.884128213,0.526133597,9.10E-05,0.022308,6.00E-06,40.84799957,8.208999634,0.351527,1.00E-04,Pacific,Pacific,5.801973435,18.12
ERR1726594,0.0078,-153.6265,0.0078,10.35290415,35.11632,0.481767803,22.78491402,3.592948675,5,180.4918,26.21362,99.68491364,5.570108414,0.536612451,3.12391305,7.10E-05,0.222488,3.80E-05,51.91799927,8.175999641,1.37487,0.012342,Pacific,Pacific,10.40372574,1307.78
ERR1726596,36.1811,-28.9373,36.1811,10.48408777,36.162887,0.136995241,26.85365486,1.057821512,80,228.54515,16.751066,100.1122055,4.632448673,-0.148603991,1.059048533,7.30E-05,0.079368,0.000169,36.91400146,8.243000031,0.712825,0.001252,Atlantic,Atlantic,9.681805889,1432.27
ERR1726597,41.6686,2.7996,41.6686,11.66850831,,,,,5,,,,,,,0.000423,0.160015,0.003198,34.91699982,8.263999939,1.304319,0.003936,Atlantic,Atlantic,10.34996675,3255.15
ERR1726598,-28.2025,-107.5659,28.2025,3.452858965,36.117883,0.170191988,24.86476898,0.258482844,5,201.132167,24.588533,100.8763199,5.084875584,-1.884128213,0.526133597,9.70E-05,0.022186,5.00E-06,40.73300171,8.208999634,0.350506,9.90E-05,Pacific,Pacific,4.617827405,10.95
ERR1726599,6.0019,73.8949,6.0019,7.297925053,34.56155,0.220372081,22.11823082,0.187785551,5,189.25475,29.980283,100.0774231,5.732581615,-0.033401687,4.146188259,8.30E-05,0.073425,0.000526,45.31399918,8.184000015,0.905208,0.002234,Indian,Indian,7.107353098,157.36
ERR1726600,-23.1571,-135.0182,23.1571,1.867896464,36.462792,0.152080938,24.07024384,0.081139266,5,197.5555,23.790117,102.125206,5.457904816,-4.109619617,1.277537704,0.000761,0.03153,6.20E-05,40.11000061,8.213000298,0.50143,0.000343,Pacific,Pacific,1.923685455,3.65
ERR1726601,-9.1463,-140.515,9.1463,4.995936704,35.408692,0.416282028,22.93325806,2.092002869,5,190.058667,26.5706,102.3519516,5.706571579,-3.929368258,0.674449444,0.000102,0.186371,1.30E-05,49.95999908,8.182999611,1.520901,0.00837,Pacific,Pacific,7.52869633,31.91
ERR1726602,-2.0133,-84.589,2.0133,10.80175685,35.0193,0.734119356,23.75638008,6.343734741,5,190.816333,23.8683,94.61420441,5.087117195,12.03840923,5.969060898,0.000289,0.246186,3.90E-05,44.44900131,8.149999619,1.723643,0.013835,Pacific,Pacific,10.29657212,1785.06
ERR1726604,-1.8155,-84.629,1.8155,4.866413481,34.976464,1.404381752,25.71218681,17.74404716,50,181.826136,23.38225,48.48008728,4.545847893,123.6231918,12.20762157,0.00029,0.244971,3.80E-05,44.45000076,8.147000313,1.724298,0.013793,Pacific,Pacific,5.874032145,29.17
ERR1726605,-23.1594,-134.9238,23.1594,5.603477988,36.493267,0.152140275,24.09051323,0.087186985,5,199.670833,24.060917,102.1091995,5.460348606,-4.031392574,1.250454783,0.000699,0.03163,6.40E-05,39.99300003,8.213000298,0.502992,0.000347,Pacific,Pacific,5.956270438,48.62
ERR1726608,-9.1508,-140.4969,9.1508,4.053111336,35.384483,0.416282028,22.93325806,2.092002869,5,190.7865,26.520483,102.3519516,5.706571579,-3.929368258,0.674449444,0.00011,0.187967,1.40E-05,49.9620018,8.18200016,1.527683,0.008509,Pacific,Pacific,4.485175622,16.6
ERR1726609,-12.9723,-96.0122,12.9723,10.90473245,35.544655,0.635758281,24.85055542,4.041356087,50,216.790338,20.649431,103.3529434,5.133258343,-2.600221634,2.40996623,0.000122,0.199239,1.80E-05,45.45500183,8.217000008,1.530415,0.007536,Pacific,Pacific,9.753318721,1917.13
ERR1726610,23.41,37.2383,23.41,7.388017285,40.178726,0.090285219,27.80267525,1.344262123,80,181.68816,26.140876,91.58469391,5.913757324,17.34900093,2.943841934,7.40E-05,0.072875,0.001398,46.25299835,8.154999733,0.924318,0.002208,Indian,Indian,6.525033695,167.5
ERR1726611,-2.0461,72.1573,2.0461,9.39572691,34.91215,0.20522964,22.09870911,0.167492151,5,187.574167,30.202058,101.5146103,5.740161896,-2.925046682,6.461676121,6.00E-05,0.07616,5.20E-05,46.43199921,8.215999603,0.836449,0.001897,Indian,Indian,8.369614794,673.59
ERR1726612,36.5158,-3.9942,36.5158,7.247927513,,,,,5,,,,,,,0.000179,0.155345,0.001392,39.49499893,8.213999748,1.145231,0.003638,Atlantic,Atlantic,7.513419683,152
ERR1726613,39.814,17.4138,39.814,8.055336671,37.885492,,,,5,221.749417,17.476925,,,,,0.000126,0.065699,0.002292,36.2120018,8.255999565,0.714069,0.000635,Atlantic,Atlantic,7.838327825,266.01
ERR1726614,-0.6623,73.1629,0.6623,8.824895114,35.111283,0.214991435,22.08262634,0.151280016,5,185.733167,30.12565,101.6567383,5.758766174,-3.039793015,7.181608677,0.000242,0.083382,7.10E-05,46.24499893,8.213000298,0.874504,0.002096,Indian,Indian,8.651977303,453.48
ERR1726615,-23.1107,-134.9326,23.1107,6.141391916,36.514942,0.152140275,24.09051323,0.087186985,5,203.003667,23.791908,102.1091995,5.460348606,-4.031392574,1.250454783,0.000699,0.03163,6.40E-05,39.99300003,8.213000298,0.502992,0.000347,Pacific,Pacific,7.349878311,70.59
ERR1726616,32.9903,-121.8463,32.9903,9.238548046,33.46036,0.416888088,24.73111916,1.087485194,30,208.771333,15.33298,101.3709641,4.154324532,-3.310446501,2.89530921,0.000163,0.18833,1.60E-05,36.6780014,8.175999641,1.56941,0.004558,Pacific,Pacific,8.59587285,604.06
ERR1726617,29.8253,-79.6833,29.8253,4.970853654,36.2134,0.152831927,24.45596886,1.378955483,40,195.140357,24.791457,97.60385895,5.578508377,5.391460419,1.703992963,7.80E-05,0.235426,0.00098,38.80500031,8.227000237,1.286858,0.005302,Atlantic,Atlantic,5.038954096,31.36
ERR1726619,6.3306,-102.9531,6.3306,4.941575862,33.407042,0.272145927,21.58373833,1.427090645,5,196.88275,26.6362,101.8828125,5.393640041,-2.646658182,1.849720955,9.10E-05,0.160764,8.00E-06,41.02199936,8.211999893,1.490783,0.006348,Pacific,Pacific,4.833917252,30.73
ERR1726620,-23.2319,-134.9617,23.2319,4.136683578,36.5031,0.152140275,24.09051323,0.087186985,5,198.257083,24.118008,102.1091995,5.460348606,-4.031392574,1.250454783,0.000366,0.031432,5.50E-05,40.48300171,8.213000298,0.500399,0.000327,Pacific,Pacific,4.854105392,17.59
ERR1726621,22.7267,-157.9955,22.7267,8.790315912,35.23154,0.088168852,23.4568882,0.014407825,5,195.1274,26.31552,101.5193176,5.329189777,-3.409800529,1.400108933,5.30E-05,0.05205,0.000111,44.24700165,8.265000343,0.736336,0.000845,Pacific,Pacific,7.486199493,442.74
ERR1726622,-8.9056,-140.2792,8.9056,6.634593268,35.35772,0.453641057,22.92733002,2.707389116,5,189.8109,26.63952,101.7127457,5.673101425,-2.926371574,0.816358089,0.00012,0.201671,1.90E-05,47.80699921,8.180999756,1.585584,0.009844,Pacific,Pacific,8.911727529,99.36
ERR1726623,-12.9214,-96.0953,12.9214,4.886062338,35.43615,0.635758281,24.85055542,4.041356087,50,224.853222,19.431989,103.3529434,5.133258343,-2.600221634,2.40996623,0.000123,0.198931,1.80E-05,45.47499847,8.217000008,1.531096,0.007517,Pacific,Pacific,4.837040014,29.57
ERR1726624,-12.9359,-96.0413,12.9359,6.924575003,35.835267,0.662804544,24.34035301,4.83207798,5,200.233917,25.2512,100.537384,5.243552208,-1.072878361,2.336680889,0.000122,0.199239,1.80E-05,45.45500183,8.217000008,1.530415,0.007536,Pacific,Pacific,7.378112746,121.48
ERR1726625,31.7913,-64.1522,31.7913,6.894332742,36.596858,0.092169642,24.97843361,0.118783981,5,213.557667,20.490883,102.6262207,5.393187046,-5.062680721,0.801867485,7.70E-05,0.188145,0.00046,38.0909996,8.215000153,1.071128,0.004129,Atlantic,Atlantic,6.094527451,118.96
ERR1726627,-33.9477,-73.0635,33.9477,5.107687869,34.31376,0.792583406,25.66991425,7.243070126,35,239.346357,17.922507,86.68856049,4.130821705,34.82449341,2.941960573,0.000369,0.728329,0.000154,38.48600006,8.199000359,3.895789,0.02224,Pacific,Pacific,3.96413983,34.48
