sample	coverage	taxonomy
Novel_genomes_no_reference_R1	2.84	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Nitrococcales; f__Aquisalimonadaceae; g__Methylonatrum; s__Methylonatrum kenyense
Novel_genomes_no_reference_R1	2.16	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Xanthovirga; s__Xanthovirga aplysinae
Novel_genomes_no_reference_R1	2.73	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Tunicatimonas; s__Tunicatimonas sp022458895
Novel_genomes_no_reference_R1	2.73	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Ohtaekwangia; s__Ohtaekwangia sp021190955
Novel_genomes_no_reference_R1	2.96	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Arthrospiribacter; s__Arthrospiribacter ruber
Novel_genomes_no_reference_R1	3.18	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__JAJNNC01; s__JAJNNC01 sp021730635
Novel_genomes_no_reference_R1	3.18	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Bernardetiaceae; g__JAFIER01; s__JAFIER01 sp020832465
Novel_genomes_no_reference_R1	2.44	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Thermoflexibacteraceae; g__Rhodoflexus; s__Rhodoflexus caldus
Novel_genomes_no_reference_R1	0.97	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Spirosoma; s__Spirosoma sp022702045
Novel_genomes_no_reference_R1	2.9	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Halomarinibacterium; s__Halomarinibacterium sedimenti
Novel_genomes_no_reference_R1	1.96	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Aestuariivivens; s__Aestuariivivens marinum
Novel_genomes_no_reference_R1	2.51	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Sabulilitoribacter; s__Sabulilitoribacter multivorans
Novel_genomes_no_reference_R1	2.79	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Lutimonas; s__Lutimonas saemankumensis
Novel_genomes_no_reference_R1	2.9	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Aquaticitalea; s__Aquaticitalea sp023156585
Novel_genomes_no_reference_R1	3.3	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Avibacteroides; s__Avibacteroides avistercoris
Novel_genomes_no_reference_R1	2.79	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__F082; g__Sulfidibacterium; s__Sulfidibacterium hydrothermale
Novel_genomes_no_reference_R1	2.61	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Parasegetibacter; s__Parasegetibacter sp023721715
Novel_genomes_no_reference_R1	3.01	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Membranicola; s__Membranicola marinus_A
Novel_genomes_no_reference_R1	3.07	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Portibacter; s__Portibacter lacus
Novel_genomes_no_reference_R1	2.99	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Leptolyngbyales; f__Leptolyngbyaceae; g__Leptolyngbya; s__Leptolyngbya sp015206935
Novel_genomes_no_reference_R1	2.87	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Leptolyngbyales; f__Leptolyngbyaceae; g__Leptolyngbya; s__Leptolyngbya tanganyikae
Novel_genomes_no_reference_R1	2.44	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Leptolyngbyales; f__Leptolyngbyaceae; g__Scytolyngbya; s__Scytolyngbya sp019359045
Novel_genomes_no_reference_R1	2.84	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Leptolyngbyales; f__Leptolyngbyaceae; g__Leptothermofonsia; s__Leptothermofonsia sichuanensis
Novel_genomes_no_reference_R1	2.16	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Leptolyngbyales; f__Leptolyngbyaceae; g__Kovacikia; s__Kovacikia minuta
Novel_genomes_no_reference_R1	3.24	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Leptolyngbyales; f__Leptolyngbyaceae; g__Leptodesmis; s__Leptodesmis sichuanensis
Novel_genomes_no_reference_R1	3.47	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Phormidesmiales; f__Phormidesmiaceae; g__Nodosilinea; s__Nodosilinea torsiva
Novel_genomes_no_reference_R1	2.22	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Phormidesmiales; f__Phormidesmiaceae; g__JAKSDM01; s__JAKSDM01 sp022360135
Novel_genomes_no_reference_R1	3.3	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Scytonematopsis; s__Scytonematopsis contorta
Novel_genomes_no_reference_R1	2.61	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Mojavia; s__Mojavia pulchra
Novel_genomes_no_reference_R1	2.16	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Komarekiella; s__Komarekiella atlantica
Novel_genomes_no_reference_R1	2.16	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Goleter; s__Goleter apudmare
Novel_genomes_no_reference_R1	2.22	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Cyanomargarita; s__Cyanomargarita calcarea
Novel_genomes_no_reference_R1	2.84	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Nodularia; s__Nodularia sp022241785
Novel_genomes_no_reference_R1	2.79	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Gloeotrichia; s__Gloeotrichia echinulata
Novel_genomes_no_reference_R1	3.18	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Brasilonema; s__Brasilonema sp019359415
Novel_genomes_no_reference_R1	2.16	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Desmonostoc; s__Desmonostoc vinosum
Novel_genomes_no_reference_R1	2.27	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Spirirestis; s__Spirirestis rafaelensis
Novel_genomes_no_reference_R1	3.29	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Cyanobacteriales; f__Phormidiaceae_A; g__Microseira; s__Microseira wollei
Novel_genomes_no_reference_R1	2.79	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Cyanobacteriales; f__Phormidiaceae_A; g__Argonema; s__Argonema galeatum
Novel_genomes_no_reference_R1	2.61	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Cyanobacteriales; f__Xenococcaceae; g__Waterburya; s__Waterburya agarophytonicola
Novel_genomes_no_reference_R1	2.84	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Cyanobacteriales; f__Microcoleaceae; g__Trichodesmium; s__Trichodesmium sp002260545
Novel_genomes_no_reference_R1	2.84	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Cyanobacteriales; f__Coleofasciculaceae; g__Caldora; s__Caldora sp010672185
Novel_genomes_no_reference_R1	2.61	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Cyanobacteriales; f__Coleofasciculaceae; g__Kastovskya; s__Kastovskya adunca
Novel_genomes_no_reference_R1	2.27	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Elainellales; f__Elainellaceae; g__Elainella; s__Elainella bostrychoides
Novel_genomes_no_reference_R1	3.81	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Elainellales; f__Elainellaceae; g__Kaiparowitsia; s__Kaiparowitsia implicata
Novel_genomes_no_reference_R1	2.73	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Elainellales; f__Elainellaceae; g__Drouetiella; s__Drouetiella hepatica
Novel_genomes_no_reference_R1	3.01	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Elainellales; f__Elainellaceae; g__Timaviella; s__Timaviella obliquedivisa
Novel_genomes_no_reference_R1	3.18	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Gloeomargaritales; f__Gloeomargaritaceae; g__Gloeomargarita; s__Gloeomargarita sp927797885
Novel_genomes_no_reference_R1	2.25	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Synechococcus_B; s__Synechococcus_B sp022826535
Novel_genomes_no_reference_R1	3.01	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Thermosynechococcales; f__Thermosynechococcaceae; g__JAAURS01; s__JAAURS01 sp022402525
Novel_genomes_no_reference_R1	2.22	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__FACHB-46; f__FACHB-46; g__Trichocoleus; s__Trichocoleus desertorum
Novel_genomes_no_reference_R1	2.56	Root; d__Bacteria; p__Desulfobacterota; c__Desulfobulbia; o__Desulfobulbales; f__Desulfocapsaceae; g__UBA2270; s__UBA2270 sp019429465
Novel_genomes_no_reference_R1	3.06	Root; d__Bacteria; p__Desulfobacterota; c__Desulfobulbia; o__Desulfobulbales; f__Desulfocapsaceae; g__Desulfomarina; s__Desulfomarina profundi
Novel_genomes_no_reference_R1	2.39	Root; d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfolunaceae; g__DYJE01; s__DYJE01 sp020723285
Novel_genomes_no_reference_R1	2.61	Root; d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__SURF-7; g__QZKS01; s__QZKS01 sp020723305
Novel_genomes_no_reference_R1	1.99	Root; d__Bacteria; p__Desulfobacterota; c__Desulfofervidia; o__Desulfofervidales; f__Desulfofervidaceae; g__JAGHCL01; s__JAGHCL01 sp021160485
Novel_genomes_no_reference_R1	2.44	Root; d__Bacteria; p__Desulfobacterota; c__Dissulfuribacteria; o__Dissulfuribacterales; f__Sh68; g__Dissulfurimicrobium; s__Dissulfurimicrobium hydrothermale
Novel_genomes_no_reference_R1	2.61	Root; d__Bacteria; p__Sumerlaeota; c__Sumerlaeia; o__Sumerlaeales; f__Sumerlaeaceae; g__JAIBAT01; s__JAIBAT01 sp019695055
Novel_genomes_no_reference_R1	1.93	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Tissierellales; f__Tepidimicrobiaceae; g__JAIOUP01; s__JAIOUP01 sp019931165
Novel_genomes_no_reference_R1	2.73	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Oceanirhabdus; s__Oceanirhabdus seepicola
Novel_genomes_no_reference_R1	2.73	Root; d__Bacteria; p__Bacillota_A; c__Thermosediminibacteria; o__Thermosediminibacterales; f__Thermosediminibacteraceae; g__Thermovorax; s__Thermovorax subterraneus
Novel_genomes_no_reference_R1	2.84	Root; d__Bacteria; p__Bacillota_A; c__Thermosediminibacteria; o__Thermosediminibacterales; f__Thermosediminibacteraceae; g__JAKKUQ01; s__JAKKUQ01 sp021890755
Novel_genomes_no_reference_R1	2.55	Root; d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Peribacterales; f__Peribacteraceae; g__JAGVDM01; s__JAGVDM01 sp020058765
Novel_genomes_no_reference_R1	2.44	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales; f__CG1-02-41-26; g__Bactoderma; s__Bactoderma sp020724125
Novel_genomes_no_reference_R1	0.48	Root; d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Nanoperiomorbaceae; g__Nanoperiomorbus; s__Nanoperiomorbus sp905373275
Novel_genomes_no_reference_R1	0.46	Root; d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Nanoperiomorbaceae; g__Nanoperiomorbus; s__Nanoperiomorbus periodonticus
Novel_genomes_no_reference_R1	0.66	Root; d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Nanoperiomorbaceae; g__Nanoperiomorbus; s__Nanoperiomorbus sp905373385
Novel_genomes_no_reference_R1	2.84	Root; d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__JALRHH01; g__JALRHH01; s__JALRHH01 sp023253175
Novel_genomes_no_reference_R1	0.51	Root; d__Bacteria; p__Patescibacteria; c__JAEDAM01; o__Absconditabacterales; f__Absconditicoccaceae; g__JALOAF01; s__JALOAF01 sp023228925
Novel_genomes_no_reference_R1	3.52	Root; d__Bacteria; p__Desulfobacterota_E; c__Anaeroferrophillalia; o__Anaeroferrophillales; f__Tharpellaceae; g__Tharpella; s__Tharpella aukensis
Novel_genomes_no_reference_R1	2.73	Root; d__Bacteria; p__Planctomycetota; c__Brocadiia; o__Brocadiales; f__Anammoxibacteraceae; g__Anammoxibacter_A; s__Anammoxibacter_A sp021777055
Novel_genomes_no_reference_R1	3.18	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Sedimentisphaerales; f__UBA12454; g__JAIORA01; s__JAIORA01 sp021108375
Novel_genomes_no_reference_R1	3.07	Root; d__Bacteria; p__Bacillota_D; c__Natranaerobiia; o__Natranaerobiales; f__Natranaerofabaceae; g__Natranaerofaba; s__Natranaerofaba carboxydovora
Novel_genomes_no_reference_R1	3.69	Root; d__Bacteria; p__Bacillota_D; c__Dethiobacteria; o__SKNC01; f__SKNC01; g__Contubernalis; s__Contubernalis alkalaceticum
Novel_genomes_no_reference_R1	2.44	Root; d__Bacteria; p__Bacillota_F; c__Halanaerobiia; o__Halobacteroidales; f__Halobacteroidaceae; g__Natroniella; s__Natroniella acetigena
Novel_genomes_no_reference_R1	2.44	Root; d__Bacteria; p__Bacillota_F; c__Halanaerobiia; o__Halobacteroidales; f__Acetohalobiaceae; g__Fuchsiella; s__Fuchsiella alkaliacetigena
Novel_genomes_no_reference_R1	2.17	Root; d__Bacteria; p__Eremiobacterota; c__Eremiobacteria; o__Baltobacterales; f__Baltobacteraceae; g__Cybelea; s__Cybelea sp024281075
Novel_genomes_no_reference_R1	2.73	Root; d__Bacteria; p__Bacillota_B; c__Desulfitobacteriia; o__Desulfitobacteriales; f__Desulfitobacteriaceae; g__Acididesulfobacillus; s__Acididesulfobacillus acetoxydans
Novel_genomes_no_reference_R1	3.24	Root; d__Bacteria; p__Bacillota_B; c__Moorellia; o__DULZ01; f__Zhaonellaceae; g__Zhaonella; s__Zhaonella formicivorans
Novel_genomes_no_reference_R1	3.24	Root; d__Bacteria; p__JAGRBM01; c__JAGRBM01; o__JAGRBM01; f__JAGRBM01; g__JAGRBM01; s__JAGRBM01 sp020434085
Novel_genomes_no_reference_R1	2.84	Root; d__Bacteria; p__Deferribacterota; c__Deferribacteres; o__Deferribacterales; f__Deferrivibrionaceae; g__Deferrivibrio; s__Deferrivibrio essentukiensis
Novel_genomes_no_reference_R1	2.1	Root; d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__JAIOSF01; s__JAIOSF01 sp021107755
Novel_genomes_no_reference_R1	2.79	Root; d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__UBA12015; f__UBA12015; g__VGTK01; s__VGTK01 sp019749875
Novel_genomes_no_reference_R1	1.99	Root; d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Treponematales; f__Treponemataceae; g__Brucepastera; s__Brucepastera parasyntrophica
Novel_genomes_no_reference_R1	1.9	Root; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Methylomirabilis; s__Methylomirabilis sp016207095
