latitude,longitude,smf
39.64,116.24,77.95
26.4984,107.426,96.38
26.4984,107.428,65.28
-29.22,30.1,71.56
39.74,-123.63,79.35
39.74,-123.63,82.08
-23.2,15.55,53.75
30.60916667,34.74583333,71.18
-74.3556,164.6956,100.0
-35.10536088,139.27280775,81.71
48.615,6.104,59.0
42.67255,-77.040283,31.44
44.677,-90.177,32.03
44.677,-90.177,37.36
36.92195,-2.51109,60.02
57.70159,26.23994,61.76
58.0405,27.0525,64.78
46.97,-118.62,85.77
39.5673,-123.4758,65.07
39.7393,-123.6309,78.35
20.93,110.16,71.25
31.96,-85.1,69.49
68.38,-149.43,69.62
53.4,16.3,68.42
38.88,-120.64,72.28
49.08,-89.38,70.58
-6.3755,145.2558333,46.51
-9.4448,147.34867,42.91
58.04579,24.71194,51.54
3.303333333,101.62025,39.42
-5.79035,145.05771,44.33
-9.43501,147.37553,51.86
-25.351,131.0423,77.87
9.16,-79.75,22.86
9.15,-79.85,18.15
43.94,-71.75,63.33
40.465241,-103.032116,75.07
38.88,-120.64,71.75
39.7291,-123.6419,67.98
42.481016,-72.178343,70.21
18.0,-65.0,70.3
40.81667,-104.76667,70.38
18.0,-65.0,64.82
18.0,-65.0,69.2
39.7291,-123.6419,63.61
39.6475,-79.9369,77.45
38.9821,-107.0102,64.55
39.55,-107.97,75.28
51.62,-128.09,62.08
42.481016,-72.178343,71.98
43.312222,-89.370833,56.56
68.6137,-149.3144,74.66
38.8758,-120.4437,80.18
39.6475,-79.9369,78.13
38.9206,-106.9489,82.14
39.0042816,-77.1012173,66.53
39.0042816,-77.1012173,65.96
39.5673,-123.4758,68.98
41.8725,-89.3578,76.68
42.550409,-72.180244,65.06
42.471116,-72.17263,59.99
38.88,-120.64,67.13
68.6137,-149.3144,67.47
40.7999,-76.3402,72.97
46.73,-117.18,93.54
37.47,105.02,85.83
23.14,113.34,79.44
44.18,86.02,75.54
27.4448,111.345,85.38
39.74,-123.63,80.01
-23.977765,133.712524,82.34
31.64222222,34.93304444,68.93
47.426944,8.518333,10.11
39.96,116.39,76.85
37.3,116.65,79.61
37.3,116.65,79.42
70.068476,-156.105802,79.26
-30.4704,137.1363,71.29
-35.10687009,139.27242482,75.95
-34.233,138.309,70.03
44.677,-90.177,38.28
57.84444,27.20142,47.2
58.331148,25.514008,71.02
58.27961,26.3716,58.76
59.61535,24.98596,65.19
43.0,-92.5,54.2
22.48,113.57,81.39
-1.995139,102.75225,58.09
22.48,113.57,82.07
30.38,113.28444,77.19
35.06,-93.56,67.16
24.47039,101.24619,76.28
45.07,122.31,78.4
45.19,8.25,66.41
45.78,126.55,78.22
30.69,-87.97,79.52
31.11,-95.15,69.38
-0.395,-72.08,67.82
48.9895,-57.787,58.98
38.535556,-121.772778,55.59
1.42,103.7,69.68
1.42,103.7,69.14
34.1843333333333,118.191166666667,82.2
29.679299,-81.946352,71.66
51.82,11.7,67.29
45.68,-72.0,73.02
52.32,-121.92,77.04
35.913,-79.056,63.53
38.88,-120.64,69.59
40.4449,-87.0297,65.74
37.4973,-122.1295,61.25
39.6475,-79.9369,77.82
39.032,-120.4433,84.78
9.1086,-79.8436,61.06
39.23550963,-121.2836963,71.73
38.88,-120.64,73.19
33.8834,-83.4195,78.37
39.0042816,-77.1012173,64.93
37.83,-122.29,92.69
39.0042816,-77.1012173,65.27
39.7181,-123.6527,78.38
42.550409,-72.180244,70.34
40.7999,-76.3402,87.99
23.14,113.34,74.47
45.683333,126.633333,80.5
38.540587,-121.871302,75.0
39.9022,96.2267,86.15
34.98167,-97.52056,61.33
48.615,6.104,79.62
38.973,-123.1164,72.76
43.93333,-71.75,63.44
-25.025508,152.379908,73.29
44.677,-90.177,38.45
36.92195,-2.51109,67.46
58.331148,25.514008,72.51
59.61535,24.98596,68.79
38.42,108.96,88.35
43.0,-92.5,66.82
44.194817,-86.091533,24.56
-13.53216667,131.3180833,67.79
20.34902,105.59649,53.38
-25.351,131.0423,77.83
38.535556,-121.772778,58.2
38.535556,-121.772778,6.92
9.2,-79.36,23.06
34.1843333333333,118.191166666667,71.69
28.073118,-81.428559,71.78
-76.4936,162.064,71.36
40.81667,-104.76667,73.88
40.81667,-104.76667,59.1
18.0,-65.0,66.75
38.99297339,-123.0674491,66.87
38.8925,-106.9111,61.15
9.1086,-79.8436,65.27
44.23,-122.22,65.74
42.481016,-72.178343,64.7
38.99297339,-123.0674491,79.75
63.0472,21.7116,92.36
38.9206,-106.9489,82.46
39.6475,-79.9369,76.45
38.88,-120.64,73.2
18.0,-65.0,62.47
41.84072508,-88.23026312,67.87
47.031111,13.011111,55.16
45.683333,126.633333,80.08
41.6656,-87.5497,82.67
51.36,14.15,6.48
39.74,-123.63,79.62
-23.14,16.08,53.41
69.27,-53.45,79.28
-38.82,-71.68,74.79
71.189196,-156.572292,81.89
24.087978,121.028934,78.07
-35.10684321,139.27243636,82.91
44.677,-90.177,41.38
58.35784,22.47637,52.85
58.11988,25.54804,62.48
58.35081,25.55063,63.77
57.917818,26.520691,61.95
4.991,52.454,69.44
51.5,6.28,49.48
21.5416,-158.0875,77.37
30.29,104.29,72.86
46.83,130.31,80.57
47.5079,-93.4523,53.0
38.98,121.53,92.95
68.38,-149.43,68.98
50.88,-120.35,65.3
50.88,-120.35,58.01
38.88,-120.64,70.63
49.08,-89.38,67.15
-6.3755,145.2558333,47.09
9.23,-79.39,22.11
34.1843333333333,118.191166666667,60.31
28.052638,-81.393374,65.33
51.82,11.7,64.9
52.32,-121.92,70.79
37.83,-122.29,87.01
39.7291,-123.6419,66.26
38.9767,-107.0044,63.96
37.83,-122.29,94.92
35.9076,-79.0506,66.6
38.8827,-106.9107,57.72
39.534762,-107.782602,72.67
39.458,-79.073,70.6
39.7181,-123.6527,76.8
42.481016,-72.178343,69.79
38.9206,-106.9489,77.45
38.9206,-106.9489,75.56
42.5315,-72.1899,72.93
57.1866,-2.2146,85.07
43.073,-89.4011,91.99
46.42,-83.37,64.72
26.6539,-80.6288,79.3
40.4449,-87.0297,68.26
39.7181,-123.6527,77.66
18.0,-65.0,62.55
51.62,-128.09,64.72
31.11,-95.15,70.78
31.41,121.67,77.74
37.45,104.97,85.26
37.49,105.03,87.98
51.36,14.15,6.88
39.74,-123.63,76.88
39.74,-123.63,83.61
38.543123,-121.874259,73.63
52.621337,1.22946,81.25
24.18566,121.341514,79.3
38.973,-123.1164,79.09
59.273691,24.550779,62.55
58.58463,23.57021,60.92
59.39017,27.87527,64.67
58.58855,23.57538,64.23
58.443813,25.507753,59.78
58.33807,25.45529,63.68
39.5673,-123.4758,75.25
43.577,4.368,74.93
-2.03026936,102.7709138,58.95
39.7292,-123.6419,73.81
34.09,-118.43,78.47
28.68,121.43,72.3
45.19,8.25,61.7
44.370933,-85.7071,21.46
50.88,-120.35,65.0
49.08,-89.38,64.38
49.08,-89.38,63.01
-9.42183,147.36922,66.78
42.06022,128.26089,72.28
45.41,-73.25,62.79
-35.12282,141.99678,81.9
38.535556,-121.772778,5.87
9.18,-79.83,25.15
9.16,-79.86,27.38
40.4631,-103.03305,82.57
40.460659,-103.033324,74.95
40.81667,-104.76667,67.95
31.11,-95.15,67.34
38.9765,-107.0043,58.77
38.9866,-107.0007,43.44
39.7291,-123.6419,70.03
38.9223,-106.954,60.2
38.0262,-109.5407,76.87
43.312222,-89.370833,57.4
57.1866,-2.2146,82.93
38.9206,-106.9489,81.28
39.0042816,-77.1012173,63.74
63.0472,21.7116,92.51
51.62,-128.09,62.28
39.05,-99.1,68.68
38.987,-107.0038,52.85
42.0127,-93.7445,76.2
40.4449,-87.0297,75.33
38.88,-120.64,67.28
39.6475,-79.9369,77.7
38.9763,-107.0041,47.72
28.15,116.55,69.55
37.45,104.95,85.48
42.3261,-71.1493,76.19
35.016,-96.033,65.93
46.06,14.28,80.66
32.889,130.766,81.99
39.74,-123.63,81.07
1.42,103.7,74.83
47.426944,8.518333,35.65
-38.22184031,175.97088911,71.86
37.3,116.65,77.57
24.087978,121.028934,74.23
42.67255,-77.040283,54.79
78.89637401,12.05637203,84.72
78.90046396,12.07252798,80.55
44.677,-90.177,40.1
58.756195,26.510963,62.5
46.97,-118.62,74.3
35.06,-93.56,61.7
22.48,113.57,81.96
28.68,121.43,81.36
28.68,121.43,73.91
46.40667,130.2125,70.86
38.6,-90.2,60.97
30.88,105.39,76.8
30.83,120.72,76.98
38.56,106.19,79.94
29.85,-92.97,60.31
35.473,-98.955,57.97
44.271933,-85.992533,33.45
68.38,-149.43,75.56
46.03,15.04,66.15
46.42,-83.37,61.47
49.01738,13.47508,53.65
2.982,102.313,53.55
68.06356,24.03387,61.41
45.41,-73.25,81.31
9.12,-79.9,24.83
29.68408,-81.9593,71.78
40.85117,-104.70109,76.21
39.53,-107.78,71.82
37.83,-122.29,97.44
43.073,-89.4011,97.74
39.7291,-123.6419,70.82
51.62,-128.09,62.68
57.1866,-2.2146,85.35
38.9206,-106.9489,80.26
35.913,-79.056,67.62
41.896,-89.3636,75.08
26.6539,-80.6288,76.79
21.766,-100.163,81.74
37.4971,-122.133,82.96
39.7291,-123.6419,65.07
31.41,121.67,77.38
39.88,116.74,78.85
23.14,113.34,73.95
23.14,113.34,75.6
53.71653765,9.76824442,77.11
46.49,9.93,79.15
48.579083,9.063333,80.76
30.88,121.58,72.37
32.889,130.766,78.06
32.889,130.766,75.72
39.74,-123.63,81.3
24.087978,121.028934,75.55
38.886306,-120.647694,72.99
44.677,-90.177,38.07
44.677,-90.177,35.03
59.17464,27.79904,60.43
58.3611,26.665,64.57
59.51025,26.57118,67.26
58.997561,23.739954,60.85
58.460278,26.726389,68.59
-37.8136,144.9631,68.93
39.5673,-123.4758,73.4
-2.05046312,102.753405,55.58
-2.07141763,102.7921114,58.46
34.09,-118.43,64.17
29.89,-92.96,40.62
31.6,100.0,76.58
45.19,8.25,68.55
47.5078,-93.4524,57.43
44.346883,-85.484083,37.2
38.88,-120.64,71.72
49.08,-89.38,65.19
46.42,-83.37,62.34
48.948,-57.934,47.44
-35.12282,141.99678,82.86
9.14,-79.88,25.04
42.532967,-72.209488,66.54
38.9206,-106.9489,79.23
46.42,-83.37,62.87
39.070856,-96.582821,65.21
40.282,-123.2869,61.28
39.7291,-123.6419,70.46
41.7655,-111.8143,66.96
38.8926,-106.9111,62.99
37.83,-122.29,96.17
38.9134,-106.8956,53.02
37.83,-122.29,91.42
44.20517707,-122.1284473,68.62
38.9206,-106.9489,79.71
38.9821,-107.0102,62.35
42.481016,-72.178343,72.05
39.7291,-123.6419,62.88
40.7999,-76.3402,73.0
23.14,113.34,79.43
40.1,116.21,78.75
-38.28882812,175.24687249,77.7
-39.2696086,176.69827871,76.26
70.469916,-157.40787,80.52
68.623403,-149.584545,58.14
51.13525406,4.60998481,75.66
78.90473899,12.08259498,80.97
78.90539504,12.06764099,76.33
5.162,52.652,73.7
51.5,6.28,52.73
46.97,-118.62,80.39
39.7393,-123.6309,78.47
21.5416,-158.0875,81.05
45.19,8.25,66.44
31.71,117.33,84.42
29.19,90.59,93.43
44.320483,-85.977083,36.14
46.03,15.04,65.23
31.11,-95.15,71.92
-0.3466,-72.059,57.83
68.96782,20.94322,59.35
-35.12282,141.99678,78.74
38.535556,-121.772778,72.55
42.9849,-81.2453,51.71
40.463935,-103.035332,76.69
32.977667,-87.432716,70.64
45.68,-72.0,72.6
42.481016,-72.178343,71.58
46.42,-83.37,62.49
38.9138,-106.8952,53.41
38.9203,-106.9486,63.05
49.08,-89.38,60.05
38.9694,-120.5005,89.85
9.1086,-79.8436,62.1
38.9206,-106.9489,71.77
42.0,-93.0,93.93
18.0,-65.0,62.6
18.0,-65.0,66.33
18.0,-65.0,59.12
44.23,-122.22,66.68
68.6137,-149.3144,71.38
41.84072508,-88.23026287,67.42
37.47,105.01,84.36
37.5,105.04,86.79
43.88,125.35,93.15
21.8275,-102.1208,68.93
-38.49675661,176.349819,70.99
37.3,116.65,79.84
38.543123,-121.874259,72.96
-35.10541527,139.27282854,80.08
48.615,6.104,74.9
44.677,-90.177,39.08
58.5312,23.1117,61.6
51.5,6.28,55.42
46.97,-118.62,79.97
45.41,126.45,73.43
45.41,126.45,71.89
33.23,118.33,73.43
22.1247,119.2879,98.12
68.38,-149.43,70.38
31.11,-95.15,67.92
46.42,-83.37,60.73
49.08,-89.38,65.11
5.305306,-59.925056,56.39
-43.1805,172.2229,43.14
-25.3504,131.0516,78.86
38.535556,-121.772778,42.81
9.55,-79.6,23.39
9.33,-79.78,23.46
34.1843333333333,118.191166666667,72.42
28.04392,-81.39349,76.99
31.99,34.82,40.03
24.918333,114.132778,92.79
-76.5803,161.097,81.14
45.68,-72.0,68.09
31.11,-95.15,67.2
31.11,-95.15,65.03
40.4449,-87.0297,71.92
39.23550963,-121.2836963,71.63
39.7181,-123.6527,76.47
40.4449,-87.0297,65.61
38.8825,-106.9105,58.87
39.6475,-79.9369,78.05
18.0,-65.0,62.85
18.0,-65.0,63.48
39.7291,-123.6419,69.85
40.6529,-104.9995,72.55
42.3261,-71.1493,70.35
23.622873,116.81516,86.61
23.14,113.34,79.33
44.18,86.02,77.89
23.14,113.34,79.2
21.49048333,109.76373055,68.55
43.36,116.4,76.29
-23.19,15.37,53.97
37.3,116.65,77.71
71.188863,-156.57256,82.82
68.480043,-155.757767,78.88
38.541894,-121.871537,79.14
-35.10537036,139.27284046,69.55
48.615,6.104,72.79
43.93333,-71.75,64.44
43.93333,-71.75,64.72
42.67255,-77.040283,48.63
-25.025508,152.379908,76.57
44.677,-90.177,27.77
44.677,-90.177,38.44
58.2778,26.9858,60.66
58.917285,23.550224,68.01
58.01829,22.17463,61.03
58.3611,26.665,66.04
36.92195,-2.51109,66.64
57.917818,26.520691,62.3
59.3834,24.04384,65.87
58.32802,26.81878,62.91
39.5673,-123.4758,69.84
-1.91097225,103.2666945,57.41
35.06,-93.56,61.18
28.68,121.43,72.36
-9.44475,147.34958,43.81
-6.01732,145.41601,56.85
-35.11641,141.97633,85.45
1.42,103.7,67.26
9.12,-79.68,19.53
45.4,-93.2,60.79
31.194506,-84.460063,69.68
51.82,11.7,66.66
51.82,11.7,68.22
52.32,-121.92,70.19
18.0,-65.0,62.03
42.471116,-72.17263,55.95
37.83,-122.29,98.1
34.0136,-118.4673,78.7
38.9206,-106.9489,78.19
39.0042816,-77.1012173,65.96
38.9223,-106.9536,52.78
31.11,-95.15,67.67
59.9982,10.7894,57.21
38.88,-120.64,66.46
39.7291,-123.6419,72.48
31.33,120.42,19.48
41.84072517,-88.23026312,68.49
31.41,121.67,79.27
42.3261,-71.1493,67.25
42.3261,-71.1493,62.67
23.14,113.34,74.73
46.06,14.28,80.19
26.4984,107.418,78.49
-37.908647,145.139591,57.57
39.96,116.31,76.65
37.3,116.65,82.38
34.98167,-97.52056,61.7
-35.105875,139.274772,82.48
67.903495,18.607988,84.13
44.677,-90.177,32.28
44.677,-90.177,38.2
58.131513,26.180962,64.49
59.434956,24.549185,64.54
59.4269,27.5136,65.38
5.162,52.652,75.92
-37.8136,144.9631,76.73
-37.8136,144.9631,73.45
21.5416,-158.0875,86.47
28.68,121.43,81.95
68.38,-149.43,71.79
31.11,-95.15,67.44
-36.67146,142.28934,75.65
9.18,-79.83,25.56
34.1843333333333,118.191166666667,71.26
51.82,11.7,67.69
39.0,116.0,78.93
44.20517707,-122.1284473,65.06
38.99297339,-123.0674491,71.95
38.99297339,-123.0674491,74.99
57.1866,-2.2146,83.82
49.08,-89.38,61.43
45.54,-73.72,68.09
37.83,-122.29,84.81
37.83,-122.29,96.78
39.7181,-123.6527,71.54
38.9137,-106.8949,57.3
38.9821,-107.0102,42.94
18.0,-65.0,69.06
44.23,-122.22,61.93
39.0844,-86.4705,79.0
38.9206,-106.9489,81.91
38.9206,-106.9489,78.95
39.5673,-123.4758,69.51
39.7181,-123.6527,74.53
43.303333,-89.3325,61.54
49.0431,13.617,62.6
39.0042816,-77.1012173,65.53
46.73,-117.18,73.6
23.14,113.34,75.93
48.578833,9.063472,78.36
48.578833,9.063472,78.76
27.4448,111.355,75.19
27.4448,111.349,82.59
39.96,116.5,77.0
38.540611,-121.870682,71.55
-35.10719951,139.27403065,66.25
43.93333,-71.75,65.11
42.67255,-77.040283,43.44
42.67255,-77.040283,54.0
72.369,126.475,77.92
38.886306,-120.647694,72.66
38.886306,-120.647694,77.66
44.677,-90.177,34.58
58.04579,24.71194,55.52
58.3245,26.5465,62.16
59.54978,24.80877,66.84
57.2431,22.6416,61.24
23.39,120.48,46.63
43.577,4.368,70.98
49.157543,5.39024799,81.26
38.98,121.53,92.89
46.42,-83.37,63.37
49.08,-89.38,62.11
46.42,-83.37,65.42
-6.193333333,145.3425,48.85
-9.4448,147.34867,44.08
24.162593,121.285533,62.51
-6.01602,145.40921,41.0
-9.42183,147.36922,67.15
9.09,-79.64,20.76
9.26,-79.96,22.73
34.1843333333333,118.191166666667,78.02
34.1843333333333,118.191166666667,66.02
40.46377,-103.03531,73.31
47.136134,-99.232896,67.76
-21.708519,-47.582469,62.0
52.32,-121.92,73.96
52.32,-121.92,64.54
39.070856,-96.582821,42.48
42.481016,-72.178343,72.9
38.99297339,-123.0674491,75.2
38.99297339,-123.0674491,80.45
44.23,-122.22,61.37
44.20517707,-122.1284473,65.99
42.0127,-93.7445,74.35
38.8723,-122.4268,69.68
40.81667,-104.76667,67.98
45.5468,-122.376,74.9
43.312222,-89.370833,66.54
-2.4196,-55.8163,9.62
43.303333,-89.3325,66.55
44.39,83.33,84.6
37.49,105.02,85.7
23.14,113.34,76.72
44.18,86.02,75.96
23.14,113.34,74.29
27.4448,111.344,69.24
39.74,-123.63,79.58
39.96,116.33,76.04
38.544366,-121.876549,66.54
43.93333,-71.75,63.27
38.886306,-120.647694,74.95
44.677,-90.177,30.45
58.31881,25.51712,58.35
58.61721,24.03508,62.35
-37.8136,144.9631,77.2
21.5416,-158.0875,82.03
39.7292,-123.6419,74.11
39.7279,-123.6444,65.16
51.991111,5.661972,75.61
45.41,126.45,74.26
33.62,102.87,70.01
23.93,117.41,77.41
44.320483,-85.977083,27.58
44.320483,-85.977083,23.23
44.2566,-86.083683,25.54
38.88,-120.64,70.59
51.91068,39.45722,68.45
8.7574,-82.26828,37.28
-35.11641,141.97633,78.58
-36.67146,142.28934,76.33
1.42,103.7,84.33
9.15,-79.85,18.27
18.3,-65.8,62.59
34.1843333333333,118.191166666667,79.49
34.1843333333333,118.191166666667,66.38
31.99,34.82,58.72
51.82,11.7,68.19
38.88,-120.64,74.3
18.0,-65.0,63.84
18.0,-65.0,65.44
45.54,-73.72,70.25
41.9002,-89.3556,66.24
40.4449,-87.0297,69.06
38.9225,-106.9538,50.13
44.23,-122.22,59.8
40.81667,-104.76667,70.93
35.9076,-79.0506,71.42
39.070856,-96.582821,63.27
40.7999,-76.3402,86.92
39.74,-123.63,83.32
39.74,-123.63,79.61
37.3,116.65,78.75
37.3,116.65,81.9
48.615,6.104,62.18
38.973,-123.1164,78.59
43.93333,-71.75,63.36
43.93333,-71.75,63.48
38.886306,-120.647694,82.08
57.594205,26.3241,60.98
58.329722,26.932778,73.49
51.5,6.28,53.68
43.0,-92.5,53.42
-2.07562384,102.7924752,59.66
39.7393,-123.6309,77.88
21.5416,-158.0875,84.76
28.68,121.43,84.32
33.62,102.87,71.16
38.98,121.53,89.65
38.794287,-9.415508,56.71
1.42,103.7,81.89
1.42,103.7,69.59
9.15,-79.85,16.8
9.26,-79.96,19.64
35.0,-83.5,59.97
-76.4701,161.27,77.26
39.458,-79.073,70.05
40.81667,-104.76667,67.3
31.11,-95.15,68.73
18.0,-65.0,62.84
40.81667,-104.76667,68.54
38.9365,-106.9428,59.21
44.20517707,-122.1284473,66.19
38.9825,-107.0101,58.05
42.532967,-72.209488,61.54
40.5452,-123.5105,66.39
40.0633,-88.2058,76.4
39.5673,-123.4758,53.71
44.37,83.33,82.49
30.68,91.1,85.58
42.3261,-71.1493,74.59
44.18,86.02,75.97
23.14,113.34,76.34
23.14,113.34,76.59
43.33,116.4,79.54
45.683333,126.633333,73.75
23.14,113.34,74.95
46.49,9.93,81.43
46.70875,10.38845,77.87
30.88,121.58,72.15
46.06,14.28,81.59
26.4984,107.43,59.45
26.4984,107.424,75.61
-25.56,29.56,78.11
-36.47868802,174.64174341,61.61
68.623403,-149.584545,76.62
70.068559,-156.105719,78.83
-30.4704,137.1363,70.23
-30.4704,137.1363,80.93
34.98167,-97.52056,64.86
63.88306,-149.22556,68.04
43.93333,-71.75,64.66
43.93333,-71.75,65.01
42.67255,-77.040283,53.33
44.677,-90.177,40.6
58.4625,26.72,69.44
59.470133,25.279213,61.04
57.75965,27.47665,65.23
36.92195,-2.51109,76.08
-33.840172,151.058803,48.31
39.7292,-123.6419,70.62
39.5673,-123.4758,72.04
39.7292,-123.6419,79.32
22.44,113.63,81.87
43.0,-92.5,75.83
44.346733,-85.481817,23.79
44.346883,-85.484083,32.96
44.2225,-85.753483,32.91
36.78,100.0,73.33
38.535556,-121.772778,57.1
31.187672,-84.455851,67.23
39.53,-107.78,73.81
42.471116,-72.17263,55.75
18.0,-65.0,68.38
39.23550963,-121.2836963,65.21
45.6356,-110.571,75.35
37.83,-122.29,85.12
38.8711,-122.4276,73.89
39.7181,-123.6527,78.14
44.23,-122.22,64.67
39.458,-79.073,70.77
43.312222,-89.370833,57.8
42.5315,-72.1899,74.06
18.0,-65.0,63.35
42.532967,-72.209488,55.36
37.83,-122.29,98.71
38.9138,-106.8952,57.43
39.0042816,-77.1012173,64.12
42.0,-93.0,97.19
40.7999,-76.3402,72.27
44.39,83.33,87.77
44.37,83.33,75.98
44.18,86.02,74.03
29.58,111.61,85.81
31.63027778,34.91472222,63.29
37.3,116.65,79.5
71.251608,-156.542146,80.1
71.251608,-156.542146,85.7
70.068476,-156.105802,79.87
52.621337,1.22946,87.13
38.973,-123.1164,75.62
38.886306,-120.647694,74.59
38.886306,-120.647694,76.74
67.15651598,-50.06386997,94.51
67.15638698,-50.08376702,73.08
78.89617201,12.06221597,87.85
67.08225802,-50.32251497,80.87
58.28634,26.54899,63.92
58.32669,21.89557,56.44
58.411706,25.288736,63.22
-37.8136,144.9631,72.96
-2.09240667,102.8030459,56.36
35.38,100.38,98.69
23.1295,102.74125,77.53
39.06,-96.36,49.59
28.79583,112.34306,74.1
29.85,-92.97,75.6
44.3101,-85.896583,31.88
50.88,-120.35,64.71
49.08,-89.38,69.04
5.40594,116.10272,36.75
36.77594,12.01178,67.81
-24.755,46.85,50.44
36.81852,12.01496,65.91
-25.3504,131.0516,75.19
9.17,-79.74,24.79
9.15,-79.85,18.86
42.53,-72.19,66.72
51.82,11.7,66.63
45.68,-72.0,69.06
52.32,-121.92,75.81
18.0,-65.0,66.45
39.070856,-96.582821,61.75
38.99297339,-123.0674491,75.42
38.9825,-107.0101,57.68
38.8712,-122.4276,71.86
42.481016,-72.178343,65.59
41.8725,-89.3578,73.88
43.312222,-89.370833,68.25
38.7384,-120.4045,81.99
57.1866,-2.2146,82.78
38.9767,-107.0044,45.14
38.9206,-106.9489,78.92
39.5673,-123.4758,66.33
63.0472,21.7116,55.01
35.9076,-79.0506,71.97
31.33,120.42,33.2
31.33,120.42,18.76
44.39,83.33,90.6
44.39,83.33,87.53
45.683333,126.633333,79.62
31.642372,34.935008,68.81
47.426944,8.518333,20.05
71.188863,-156.57256,73.44
38.541886,-121.871718,76.45
28.53861111,121.37805556,63.78
67.903826,18.609718,84.54
78.90166702,12.06224397,80.07
-25.025508,152.379908,74.07
44.677,-90.177,39.74
44.677,-90.177,30.01
44.677,-90.177,31.87
58.4709,26.7251,66.95
59.255354,24.144833,64.24
58.156667,26.282222,64.94
21.5416,-158.0875,81.76
39.5673,-123.4758,62.71
44.192783,-85.677217,38.61
44.194817,-86.091533,36.15
50.88,-120.35,64.81
49.08,-89.38,67.71
-24.95273,47.00282,67.4
-6.01602,145.40921,43.62
29.45644,79.22805,64.34
67.85596,19.47575,62.92
-25.351,131.041,79.16
-25.351,131.0423,77.02
-35.12282,141.99678,79.33
1.42,103.7,73.23
9.12,-79.67,24.75
34.1843333333333,118.191166666667,73.34
-77.0138,161.428,70.95
42.532967,-72.209488,60.18
18.0,-65.0,68.91
44.23,-122.22,58.01
38.9767,-107.0044,40.24
37.83,-122.29,91.22
39.5673,-123.4758,64.88
39.0042816,-77.1012173,63.73
46.6992,-120.899,75.97
49.08,-89.38,60.68
42.0,-93.0,91.61
40.5253,-123.5031,67.02
39.7181,-123.6527,77.4
40.4449,-87.0297,66.15
28.15,116.55,42.03
35.016,-96.033,69.04
29.58,111.64,73.72
32.479787,119.136439,68.89
37.3,116.65,81.96
38.543092,-121.874896,17.84
24.173609,121.299528,77.79
63.88306,-149.22556,45.57
43.93333,-71.75,65.11
38.886306,-120.647694,76.85
67.08222499,-50.322435,82.33
44.677,-90.177,44.69
58.92812,23.86384,61.21
58.82173,23.07168,63.05
59.5769,25.9528,63.22
58.917285,23.550224,70.75
-22.26319,-69.72428,51.89
43.0,-92.5,51.26
43.0,-92.5,52.43
-1.8255278,103.2942222,54.39
39.5673,-123.4758,68.61
28.68,121.43,81.4
29.82,-94.02,74.81
45.19,8.25,57.15
45.19,8.25,64.19
43.0,-92.5,76.89
44.2642,-86.1779,36.93
47.3,8.01,64.95
50.88,-120.35,67.33
49.08,-89.38,63.63
-12.70141667,130.9983333,66.42
-5.79035,145.05771,46.06
-25.351,131.041,74.17
-36.67146,142.28934,76.46
42.9849,-81.2453,49.72
9.14,-79.88,26.88
19.81,-155.26,61.65
42.53,-72.19,61.72
34.1843333333333,118.191166666667,72.78
29.68644,-81.98301,74.23
32.977667,-87.432716,72.76
-21.708519,-47.582469,61.95
39.23550963,-121.2836963,69.85
38.88,-120.64,65.03
18.0,-65.0,66.81
38.88,-120.64,70.8
38.9138,-106.8952,57.7
38.8924,-106.9111,44.29
57.1866,-2.2146,84.93
39.0042816,-77.1012173,53.08
18.0,-65.0,64.34
42.481016,-72.178343,67.03
35.9076,-79.0506,72.3
57.1863,-2.2145,76.49
44.23,-122.22,63.48
39.7181,-123.6527,78.39
38.9206,-106.9489,81.48
38.9206,-106.9489,82.54
31.11,-95.15,64.24
37.4961,-122.1331,77.39
49.08,-89.38,62.73
9.1086,-79.8436,65.87
68.6137,-149.3144,78.42
46.73,-117.18,99.08
37.46,104.97,85.3
42.3261,-71.1493,83.56
23.14,113.34,75.69
23.14,113.34,77.59
35.812,-98.262,65.89
32.479787,119.136439,68.79
39.74,-123.63,81.1
30.785336,34.767347,75.5
24.18566,121.341514,68.42
67.15211598,-50.04869697,99.1
44.677,-90.177,40.2
44.677,-90.177,37.86
36.92195,-2.51109,62.55
58.997561,23.739954,60.2
57.288,22.721,62.53
-23.39321,-69.60378,39.52
46.97,-118.62,81.27
43.577,4.368,73.23
39.7279,-123.6444,64.08
34.09,-118.43,78.19
30.0,106.96,68.1
44.194817,-86.091533,23.17
50.88,-120.35,66.54
31.11,-95.15,67.64
48.948,-57.934,54.93
-35.11641,141.97633,82.34
34.1843333333333,118.191166666667,78.27
34.1843333333333,118.191166666667,59.44
34.1843333333333,118.191166666667,68.51
-76.52,161.45,65.4
38.9355,-106.9424,57.89
35.913,-79.056,65.66
49.08,-89.38,61.79
38.8827,-106.9107,53.19
38.88,-120.64,68.93
39.5673,-123.4758,70.94
39.7291,-123.6419,65.54
42.481016,-72.178343,66.62
39.7291,-123.6419,73.93
57.1866,-2.2146,85.84
37.83,-122.29,96.63
38.88,-120.64,65.23
38.9203,-106.9486,54.3
38.9228,-106.9541,62.33
37.4972,-122.1293,67.02
39.7181,-123.6527,74.76
39.6475,-79.9369,77.06
43.312222,-89.370833,68.69
40.4449,-87.0297,71.42
45.6996,-121.669,75.64
